gene_name,control_females_max_transcript_counts,control_males_max_transcript_counts,exposed_females_max_transcript_counts,exposed_males_max_transcript_counts,max_transcript_counts,females_controls_predom_isoform,females_exposed_predom_isoform,males_controls_predom_isoform,males_exposed_predom_isoform
LOC111134526,1,1,1,1,1,rna-XR_002639473.1,rna-XR_002639473.1,rna-XR_002639473.1,rna-XR_002639473.1
LOC111134527,6,6,6,6,6,rna-XM_022483643.1,rna-XM_022483643.1,rna-XM_022483645.1,rna-XM_022483640.1
LOC111134528,1,1,1,1,1,rna-XM_022483647.1,rna-XM_022483647.1,rna-XM_022483647.1,rna-XM_022483647.1
LOC111134529,1,1,1,1,1,rna-XM_022483646.1,rna-XM_022483646.1,rna-XM_022483646.1,rna-XM_022483646.1
LOC111134530,2,1,2,2,2,rna-XM_022483649.1,rna-XM_022483649.1,rna-XM_022483649.1,rna-XM_022483649.1
LOC111134531,1,1,1,1,1,rna-XM_022483650.1,rna-XM_022483650.1,rna-XM_022483650.1,rna-XM_022483650.1
LOC111134532,1,1,1,1,1,rna-XM_022483651.1,rna-XM_022483651.1,rna-XM_022483651.1,rna-XM_022483651.1
LOC111134533,2,2,2,2,2,rna-XM_022483653.1,rna-XM_022483653.1,rna-XM_022483652.1,rna-XM_022483652.1
LOC111134534,4,1,3,3,4,rna-XM_022483654.1,rna-XM_022483654.1,rna-XM_022483654.1,rna-XM_022483654.1
LOC111134535,1,1,1,1,1,rna-XM_022483660.1,rna-XM_022483660.1,rna-XM_022483660.1,rna-XM_022483660.1
LOC111134536,3,3,3,3,3,rna-XM_022483659.1,rna-XM_022483659.1,rna-XM_022483659.1,rna-XM_022483659.1
LOC111134537,1,1,1,1,1,rna-XM_022483662.1,rna-XM_022483662.1,rna-XM_022483662.1,rna-XM_022483662.1
LOC111134538,1,1,1,1,1,rna-XM_022483663.1,rna-XM_022483663.1,rna-XM_022483663.1,rna-XM_022483663.1
LOC111134539,1,1,1,1,1,rna-XM_022483664.1,rna-XM_022483664.1,rna-XM_022483664.1,rna-XM_022483664.1
LOC111134540,1,1,1,1,1,rna-XM_022483665.1,rna-XM_022483665.1,rna-XM_022483665.1,rna-XM_022483665.1
LOC111134541,1,1,1,1,1,rna-XM_022483666.1,rna-XM_022483666.1,rna-XM_022483666.1,rna-XM_022483666.1
LOC111134542,1,1,1,1,1,rna-XM_022483667.1,rna-XM_022483667.1,rna-XM_022483667.1,rna-XM_022483667.1
LOC111134543,1,1,1,1,1,rna-XM_022483672.1,rna-XM_022483672.1,rna-XM_022483672.1,rna-XM_022483672.1
LOC111134544,3,3,3,3,3,rna-XM_022483669.1,rna-XM_022483669.1,rna-XM_022483670.1,rna-XM_022483670.1
LOC111134545,1,1,1,1,1,rna-XM_022483671.1,rna-XM_022483671.1,rna-XM_022483671.1,rna-XM_022483671.1
LOC111134546,1,1,1,1,1,rna-XM_022483673.1,rna-XM_022483673.1,rna-XM_022483673.1,rna-XM_022483673.1
LOC111134547,1,1,1,1,1,rna-XM_022483674.1,rna-XM_022483674.1,rna-XM_022483674.1,rna-XM_022483674.1
LOC111134548,1,1,1,1,1,rna-XM_022483675.1,rna-XM_022483675.1,rna-XM_022483675.1,rna-XM_022483675.1
LOC111134549,1,1,1,1,1,rna-XM_022483676.1,rna-XM_022483676.1,rna-XM_022483676.1,rna-XM_022483676.1
LOC111134550,1,1,1,1,1,rna-XM_022483677.1,rna-XM_022483677.1,rna-XM_022483677.1,rna-XM_022483677.1
LOC111134551,4,4,4,4,4,rna-XM_022483681.1,rna-XM_022483681.1,rna-XM_022483679.1,rna-XM_022483678.1
LOC111134552,2,2,1,1,2,rna-XM_022483689.1,rna-XM_022483689.1,rna-XM_022483689.1,rna-XM_022483689.1
LOC111134553,1,1,1,1,1,rna-XM_022483683.1,rna-XM_022483683.1,rna-XM_022483683.1,rna-XM_022483683.1
LOC111134554,1,1,1,1,1,rna-XR_002639474.1,rna-XR_002639474.1,rna-XR_002639474.1,rna-XR_002639474.1
LOC111134555,1,1,1,1,1,rna-XR_002639475.1,rna-XR_002639475.1,rna-XR_002639475.1,rna-XR_002639475.1
LOC111134556,1,0,1,1,1,rna-XR_002639476.1,rna-XR_002639476.1,rna-XR_002639476.1,rna-XR_002639476.1
LOC111134557,1,1,1,1,1,rna-XR_002639477.1,rna-XR_002639477.1,rna-XR_002639477.1,rna-XR_002639477.1
LOC111134558,1,1,1,1,1,rna-XM_022483685.1,rna-XM_022483685.1,rna-XM_022483685.1,rna-XM_022483685.1
LOC111134559,2,2,2,2,2,rna-XM_022483686.1,rna-XM_022483686.1,rna-XM_022483687.1,rna-XM_022483687.1
LOC111134560,1,1,1,1,1,rna-XM_022483688.1,rna-XM_022483688.1,rna-XM_022483688.1,rna-XM_022483688.1
LOC111134561,3,3,3,3,3,rna-XM_022483690.1,rna-XM_022483690.1,rna-XM_022483692.1,rna-XM_022483692.1
LOC111134562,1,1,1,1,1,rna-XM_022483693.1,rna-XM_022483693.1,rna-XM_022483693.1,rna-XM_022483693.1
LOC111134563,1,1,1,1,1,rna-XR_002639478.1,rna-XR_002639478.1,rna-XR_002639478.1,rna-XR_002639478.1
LOC111134564,2,1,2,1,2,rna-XM_022483695.1,rna-XM_022483695.1,rna-XM_022483694.1,rna-XM_022483694.1
LOC111134565,1,1,1,1,1,rna-XM_022483696.1,rna-XM_022483696.1,rna-XM_022483696.1,rna-XM_022483696.1
LOC111134566,2,2,2,2,2,rna-XM_022483710.1,rna-XM_022483701.1,rna-XM_022483701.1,rna-XM_022483710.1
LOC111134567,1,1,1,1,1,rna-XM_022483697.1,rna-XM_022483697.1,rna-XM_022483697.1,rna-XM_022483697.1
LOC111134568,4,3,4,4,4,rna-XM_022483698.1,rna-XM_022483698.1,rna-XM_022483702.1,rna-XM_022483702.1
LOC111134569,1,1,1,1,1,rna-XR_002639479.1,rna-XR_002639479.1,rna-XR_002639479.1,rna-XR_002639479.1
LOC111134570,2,1,2,1,2,rna-XM_022483703.1,rna-XM_022483703.1,rna-XM_022483703.1,rna-XM_022483703.1
LOC111134571,1,1,1,1,1,rna-XM_022483705.1,rna-XM_022483705.1,rna-XM_022483705.1,rna-XM_022483705.1
LOC111134572,13,5,10,6,13,rna-XM_022483721.1,rna-XM_022483719.1,rna-XM_022483706.1,rna-XM_022483706.1
LOC111134573,2,2,2,2,2,rna-XM_022483725.1,rna-XM_022483734.1,rna-XM_022483734.1,rna-XM_022483725.1
LOC111134574,2,2,2,2,2,rna-XM_022483722.1,rna-XM_022483722.1,rna-XM_022483723.1,rna-XM_022483722.1
LOC111134575,1,1,1,1,1,rna-XM_022483724.1,rna-XM_022483724.1,rna-XM_022483724.1,rna-XM_022483724.1
LOC111134576,1,1,1,1,1,rna-XM_022483726.1,rna-XM_022483726.1,rna-XM_022483726.1,rna-XM_022483726.1
LOC111134577,4,3,4,2,4,rna-XM_022483729.1,rna-XM_022483729.1,rna-XM_022483727.1,rna-XM_022483727.1
LOC111134578,1,1,1,1,1,rna-XM_022483731.1,rna-XM_022483731.1,rna-XM_022483731.1,rna-XM_022483731.1
LOC111134579,3,3,3,3,3,rna-XM_022483732.1,rna-XM_022483732.1,rna-XM_022483735.1,rna-XM_022483735.1
LOC111134580,1,1,1,1,1,rna-XM_022483736.1,rna-XM_022483736.1,rna-XM_022483736.1,rna-XM_022483736.1
LOC111134581,0,1,0,1,1,rna-XR_002639480.1,rna-XR_002639480.1,rna-XR_002639480.1,rna-XR_002639480.1
LOC111134582,1,1,1,1,1,rna-XM_022483737.1,rna-XM_022483737.1,rna-XM_022483737.1,rna-XM_022483737.1
LOC111134583,2,2,2,2,2,rna-XM_022483738.1,rna-XM_022483738.1,rna-XM_022483738.1,rna-XM_022483738.1
LOC111134584,1,1,1,1,1,rna-XM_022483740.1,rna-XM_022483740.1,rna-XM_022483740.1,rna-XM_022483740.1
LOC111134585,2,2,2,2,2,rna-XM_022483741.1,rna-XM_022483741.1,rna-XM_022483741.1,rna-XM_022483741.1
LOC111134586,1,0,1,0,1,rna-XM_022483745.1,rna-XM_022483745.1,rna-XM_022483745.1,rna-XM_022483745.1
LOC111134587,1,1,1,1,1,rna-XM_022483744.1,rna-XM_022483744.1,rna-XM_022483744.1,rna-XM_022483744.1
LOC111134588,2,2,1,2,2,rna-XM_022483746.1,rna-XM_022483746.1,rna-XM_022483746.1,rna-XM_022483746.1
LOC111134589,1,2,1,2,2,rna-XM_022483748.1,rna-XM_022483748.1,rna-XM_022483748.1,rna-XM_022483748.1
LOC111134590,1,1,1,1,1,rna-XM_022483750.1,rna-XM_022483750.1,rna-XM_022483750.1,rna-XM_022483750.1
LOC111134591,2,2,2,2,2,rna-XM_022483752.1,rna-XM_022483752.1,rna-XM_022483751.1,rna-XM_022483751.1
LOC111134592,1,1,1,1,1,rna-XM_022483753.1,rna-XM_022483753.1,rna-XM_022483753.1,rna-XM_022483753.1
LOC111134593,1,1,1,1,1,rna-XM_022483755.1,rna-XM_022483755.1,rna-XM_022483755.1,rna-XM_022483755.1
LOC111134594,1,1,1,1,1,rna-XM_022483756.1,rna-XM_022483756.1,rna-XM_022483756.1,rna-XM_022483756.1
LOC111134595,3,2,3,3,3,rna-XM_022483757.1,rna-XM_022483759.1,rna-XM_022483759.1,rna-XM_022483759.1
LOC111134596,1,1,1,1,1,rna-XM_022483760.1,rna-XM_022483760.1,rna-XM_022483760.1,rna-XM_022483760.1
LOC111134597,2,2,2,3,3,rna-XM_022483761.1,rna-XM_022483761.1,rna-XM_022483761.1,rna-XM_022483761.1
LOC111134598,3,3,3,2,3,rna-XM_022483774.1,rna-XM_022483774.1,rna-XM_022483767.1,rna-XM_022483767.1
LOC111134599,4,4,4,4,4,rna-XM_022483768.1,rna-XM_022483768.1,rna-XM_022483764.1,rna-XM_022483764.1
LOC111134600,1,1,1,1,1,rna-XM_022483769.1,rna-XM_022483769.1,rna-XM_022483769.1,rna-XM_022483769.1
LOC111134601,1,1,1,1,1,rna-XR_002639481.1,rna-XR_002639481.1,rna-XR_002639481.1,rna-XR_002639481.1
LOC111134602,2,2,2,2,2,rna-XM_022483771.1,rna-XM_022483771.1,rna-XM_022483770.1,rna-XM_022483770.1
LOC111134603,1,1,1,1,1,rna-XR_002639482.1,rna-XR_002639482.1,rna-XR_002639482.1,rna-XR_002639482.1
LOC111134604,1,1,2,2,2,rna-XM_022483772.1,rna-XM_022483772.1,rna-XM_022483772.1,rna-XM_022483772.1
LOC111134605,2,2,2,1,2,rna-XM_022483775.1,rna-XM_022483775.1,rna-XM_022483775.1,rna-XM_022483775.1
LOC111134606,1,1,1,1,1,rna-XM_022483777.1,rna-XM_022483777.1,rna-XM_022483777.1,rna-XM_022483777.1
LOC111134607,1,1,1,1,1,rna-XM_022483778.1,rna-XM_022483778.1,rna-XM_022483778.1,rna-XM_022483778.1
LOC111134608,2,2,2,2,2,rna-XM_022483780.1,rna-XM_022483780.1,rna-XM_022483779.1,rna-XM_022483779.1
LOC111134609,4,3,4,3,4,rna-XM_022483786.1,rna-XM_022483786.1,rna-XM_022483781.1,rna-XM_022483781.1
LOC111134610,1,1,1,1,1,rna-XM_022483787.1,rna-XM_022483787.1,rna-XM_022483787.1,rna-XM_022483787.1
LOC111134611,3,2,3,2,3,rna-XR_002639483.1,rna-XR_002639483.1,rna-XR_002639483.1,rna-XR_002639483.1
LOC111134612,1,1,1,1,1,rna-XM_022483789.1,rna-XM_022483789.1,rna-XM_022483789.1,rna-XM_022483789.1
LOC111134613,1,1,1,1,1,rna-XM_022483790.1,rna-XM_022483790.1,rna-XM_022483790.1,rna-XM_022483790.1
LOC111134614,3,2,3,2,3,rna-XM_022483796.1,rna-XM_022483814.1,rna-XM_022483796.1,rna-XM_022483796.1
LOC111134615,5,5,5,5,5,rna-XM_022483795.1,rna-XM_022483795.1,rna-XM_022483795.1,rna-XM_022483795.1
LOC111134616,1,1,1,1,1,rna-XM_022483797.1,rna-XM_022483797.1,rna-XM_022483797.1,rna-XM_022483797.1
LOC111134617,1,1,1,1,1,rna-XM_022483798.1,rna-XM_022483798.1,rna-XM_022483798.1,rna-XM_022483798.1
LOC111134618,4,4,2,4,4,rna-XM_022483803.1,rna-XM_022483803.1,rna-XM_022483803.1,rna-XM_022483803.1
LOC111134619,2,2,3,1,3,rna-XM_022483804.1,rna-XM_022483806.1,rna-XM_022483804.1,rna-XM_022483804.1
LOC111134620,2,3,3,3,3,rna-XM_022483809.1,rna-XM_022483809.1,rna-XM_022483809.1,rna-XM_022483809.1
LOC111134621,2,2,2,2,2,rna-XM_022483812.1,rna-XM_022483812.1,rna-XM_022483812.1,rna-XM_022483812.1
LOC111134622,1,1,1,1,1,rna-XM_022483813.1,rna-XM_022483813.1,rna-XM_022483813.1,rna-XM_022483813.1
LOC111134623,3,2,1,2,3,rna-XM_022483816.1,rna-XM_022483816.1,rna-XM_022483816.1,rna-XM_022483816.1
LOC111134624,3,2,2,2,3,rna-XM_022483819.1,rna-XM_022483819.1,rna-XM_022483819.1,rna-XM_022483819.1
LOC111134625,8,8,8,7,8,rna-XM_022483864.1,rna-XM_022483864.1,rna-XM_022483825.1,rna-XM_022483845.1
LOC111134626,1,1,0,1,1,rna-XR_002639485.1,rna-XR_002639485.1,rna-XR_002639485.1,rna-XR_002639485.1
LOC111134627,0,1,0,1,1,rna-XR_002639487.1,rna-XR_002639487.1,rna-XR_002639487.1,rna-XR_002639487.1
LOC111134628,1,1,1,1,1,rna-XR_002639488.1,rna-XR_002639488.1,rna-XR_002639488.1,rna-XR_002639488.1
LOC111134629,1,1,1,1,1,rna-XM_022483826.1,rna-XM_022483826.1,rna-XM_022483826.1,rna-XM_022483826.1
LOC111134630,1,1,1,1,1,rna-XM_022483827.1,rna-XM_022483827.1,rna-XM_022483827.1,rna-XM_022483827.1
LOC111134631,1,0,1,1,1,rna-XM_022483828.1,rna-XM_022483828.1,rna-XM_022483828.1,rna-XM_022483828.1
LOC111134632,4,5,5,5,5,rna-XM_022483830.1,rna-XM_022483829.1,rna-XM_022483829.1,rna-XM_022483829.1
LOC111134633,16,15,15,15,16,rna-XR_002639489.1,rna-XR_002639489.1,rna-XM_022483840.1,rna-XR_002639489.1
LOC111134634,5,4,5,4,5,rna-XM_022483856.1,rna-XM_022483856.1,rna-XM_022483853.1,rna-XM_022483853.1
LOC111134635,1,1,1,1,1,rna-XM_022483859.1,rna-XM_022483859.1,rna-XM_022483859.1,rna-XM_022483859.1
LOC111134636,4,4,4,4,4,rna-XM_022483862.1,rna-XM_022483863.1,rna-XM_022483861.1,rna-XM_022483862.1
LOC111134637,1,1,1,1,1,rna-XR_002639490.1,rna-XR_002639490.1,rna-XR_002639490.1,rna-XR_002639490.1
LOC111134638,2,2,2,2,2,rna-XM_022483865.1,rna-XM_022483865.1,rna-XM_022483866.1,rna-XM_022483866.1
LOC111134639,1,1,1,1,1,rna-XM_022483867.1,rna-XM_022483867.1,rna-XM_022483867.1,rna-XM_022483867.1
LOC111134640,1,1,1,1,1,rna-XM_022483868.1,rna-XM_022483868.1,rna-XM_022483868.1,rna-XM_022483868.1
LOC111134641,1,1,1,1,1,rna-XM_022483869.1,rna-XM_022483869.1,rna-XM_022483869.1,rna-XM_022483869.1
LOC111134642,1,1,1,1,1,rna-XM_022483870.1,rna-XM_022483870.1,rna-XM_022483870.1,rna-XM_022483870.1
LOC111134643,2,2,2,2,2,rna-XM_022483873.1,rna-XM_022483873.1,rna-XM_022483873.1,rna-XM_022483871.1
LOC111134644,2,3,2,3,3,rna-XM_022483875.1,rna-XM_022483875.1,rna-XM_022483874.1,rna-XM_022483875.1
LOC111134645,1,1,1,1,1,rna-XR_002639491.1,rna-XR_002639491.1,rna-XR_002639491.1,rna-XR_002639491.1
LOC111134646,2,2,2,2,2,rna-XM_022483877.1,rna-XM_022483877.1,rna-XM_022483877.1,rna-XM_022483877.1
LOC111134647,4,4,4,4,4,rna-XM_022483883.1,rna-XM_022483882.1,rna-XM_022483879.1,rna-XM_022483882.1
LOC111134648,1,1,1,1,1,rna-XM_022483884.1,rna-XM_022483884.1,rna-XM_022483884.1,rna-XM_022483884.1
LOC111134649,1,1,1,1,1,rna-XM_022483885.1,rna-XM_022483885.1,rna-XM_022483885.1,rna-XM_022483885.1
LOC111134650,3,3,3,3,3,rna-XM_022483886.1,rna-XM_022483886.1,rna-XM_022483887.1,rna-XM_022483886.1
LOC111134651,11,5,11,5,11,rna-XM_022483897.1,rna-XM_022483897.1,rna-XM_022483892.1,rna-XM_022483889.1
LOC111134652,1,1,1,1,1,rna-XM_022483932.1,rna-XM_022483932.1,rna-XM_022483932.1,rna-XM_022483932.1
LOC111134653,1,1,1,1,1,rna-XM_022483904.1,rna-XM_022483904.1,rna-XM_022483904.1,rna-XM_022483904.1
LOC111134654,1,1,1,1,1,rna-XM_022483901.1,rna-XM_022483901.1,rna-XM_022483901.1,rna-XM_022483901.1
LOC111134655,2,2,2,2,2,rna-XM_022483903.1,rna-XM_022483903.1,rna-XM_022483902.1,rna-XM_022483902.1
LOC111134656,1,1,1,1,1,rna-XM_022483905.1,rna-XM_022483905.1,rna-XM_022483905.1,rna-XM_022483905.1
LOC111134657,1,1,1,1,1,rna-XM_022483906.1,rna-XM_022483906.1,rna-XM_022483906.1,rna-XM_022483906.1
LOC111134658,1,1,1,1,1,rna-XM_022483907.1,rna-XM_022483907.1,rna-XM_022483907.1,rna-XM_022483907.1
LOC111134659,4,4,4,4,4,rna-XM_022483909.1,rna-XM_022483908.1,rna-XM_022483908.1,rna-XM_022483910.1
LOC111134660,1,1,1,1,1,rna-XM_022483912.1,rna-XM_022483912.1,rna-XM_022483912.1,rna-XM_022483912.1
LOC111134661,1,1,1,1,1,rna-XM_022483916.1,rna-XM_022483916.1,rna-XM_022483916.1,rna-XM_022483916.1
LOC111134662,1,1,1,1,1,rna-XM_022483913.1,rna-XM_022483913.1,rna-XM_022483913.1,rna-XM_022483913.1
LOC111134663,1,1,1,1,1,rna-XM_022483914.1,rna-XM_022483914.1,rna-XM_022483914.1,rna-XM_022483914.1
LOC111134664,1,1,1,1,1,rna-XM_022483915.1,rna-XM_022483915.1,rna-XM_022483915.1,rna-XM_022483915.1
LOC111134665,1,1,1,1,1,rna-XM_022483917.1,rna-XM_022483917.1,rna-XM_022483917.1,rna-XM_022483917.1
LOC111134666,1,1,1,1,1,rna-XM_022483918.1,rna-XM_022483918.1,rna-XM_022483918.1,rna-XM_022483918.1
LOC111134667,1,1,1,1,1,rna-XM_022483919.1,rna-XM_022483919.1,rna-XM_022483919.1,rna-XM_022483919.1
LOC111134668,2,1,2,2,2,rna-XR_002639492.1,rna-XR_002639492.1,rna-XR_002639493.1,rna-XR_002639493.1
LOC111134669,4,4,4,4,4,rna-XR_002639495.1,rna-XR_002639494.1,rna-XR_002639496.1,rna-XR_002639496.1
LOC111134670,3,2,3,2,3,rna-XR_002639498.1,rna-XR_002639498.1,rna-XR_002639498.1,rna-XR_002639498.1
LOC111134671,1,1,1,1,1,rna-XM_022483923.1,rna-XM_022483923.1,rna-XM_022483923.1,rna-XM_022483923.1
LOC111134672,2,2,2,2,2,rna-XR_002639501.1,rna-XR_002639501.1,rna-XR_002639502.1,rna-XR_002639502.1
LOC111134673,6,6,6,6,6,rna-XM_022483925.1,rna-XM_022483925.1,rna-XM_022483921.1,rna-XM_022483921.1
LOC111134674,2,1,2,2,2,rna-XM_022483926.1,rna-XM_022483926.1,rna-XM_022483926.1,rna-XM_022483926.1
LOC111134675,2,2,2,2,2,rna-XM_022483929.1,rna-XM_022483929.1,rna-XM_022483929.1,rna-XM_022483929.1
LOC111134676,4,4,4,4,4,rna-XM_022483934.1,rna-XM_022483934.1,rna-XM_022483934.1,rna-XM_022483934.1
LOC111134677,2,2,1,3,3,rna-XM_022483955.1,rna-XM_022483946.1,rna-XM_022483946.1,rna-XM_022483946.1
LOC111134678,4,6,3,6,6,rna-XM_022483939.1,rna-XM_022483939.1,rna-XM_022483935.1,rna-XM_022483935.1
LOC111134679,1,1,1,1,1,gene-LOC111134679,gene-LOC111134679,gene-LOC111134679,gene-LOC111134679
LOC111134680,1,1,1,1,1,rna-XM_022483943.1,rna-XM_022483943.1,rna-XM_022483943.1,rna-XM_022483943.1
LOC111134681,2,1,2,2,2,rna-XM_022483944.1,rna-XM_022483944.1,rna-XM_022483944.1,rna-XM_022483944.1
LOC111134682,1,1,1,1,1,rna-XM_022483947.1,rna-XM_022483947.1,rna-XM_022483947.1,rna-XM_022483947.1
LOC111134683,1,1,1,1,1,rna-XM_022483948.1,rna-XM_022483948.1,rna-XM_022483948.1,rna-XM_022483948.1
LOC111134684,4,4,4,4,4,rna-XM_022483950.1,rna-XM_022483951.1,rna-XM_022483952.1,rna-XM_022483952.1
LOC111134685,2,2,2,2,2,rna-XM_022483954.1,rna-XM_022483954.1,rna-XM_022483953.1,rna-XM_022483954.1
LOC111134686,6,5,5,5,6,rna-XM_022483961.1,rna-XM_022483961.1,rna-XM_022483957.1,rna-XM_022483957.1
LOC111134687,1,1,1,1,1,rna-XM_022483963.1,rna-XM_022483963.1,rna-XM_022483963.1,rna-XM_022483963.1
LOC111134688,3,3,3,3,3,rna-XM_022483965.1,rna-XM_022483965.1,rna-XM_022483965.1,rna-XM_022483964.1
LOC111134689,2,2,2,2,2,rna-XM_022483968.1,rna-XM_022483968.1,rna-XM_022483968.1,rna-XM_022483968.1
LOC111134690,2,2,2,2,2,rna-XM_022483966.1,rna-XM_022483966.1,rna-XM_022483966.1,rna-XM_022483966.1
LOC111134691,1,1,1,1,1,rna-XM_022483969.1,rna-XM_022483969.1,rna-XM_022483969.1,rna-XM_022483969.1
LOC111134692,1,1,1,1,1,rna-XM_022483970.1,rna-XM_022483970.1,rna-XM_022483970.1,rna-XM_022483970.1
LOC111134693,2,1,2,2,2,rna-XM_022483971.1,rna-XM_022483972.1,rna-XM_022483971.1,rna-XM_022483971.1
LOC111134694,5,3,6,6,6,rna-XM_022483974.1,rna-XM_022483974.1,rna-XM_022483974.1,rna-XM_022483974.1
LOC111134695,1,1,1,1,1,rna-XM_022483980.1,rna-XM_022483980.1,rna-XM_022483980.1,rna-XM_022483980.1
LOC111134696,4,3,4,4,4,rna-XM_022483981.1,rna-XM_022483981.1,rna-XM_022483983.1,rna-XM_022483983.1
LOC111134697,2,2,2,2,2,rna-XM_022483986.1,rna-XM_022483986.1,rna-XM_022483985.1,rna-XM_022483985.1
LOC111134698,2,3,2,3,3,rna-XM_022484001.1,rna-XM_022484001.1,rna-XM_022483991.1,rna-XM_022483991.1
LOC111134699,3,3,2,3,3,rna-XM_022483988.1,rna-XM_022483988.1,rna-XM_022483988.1,rna-XM_022483988.1
LOC111134700,2,2,2,2,2,rna-XM_022483992.1,rna-XM_022483992.1,rna-XM_022483992.1,rna-XM_022483992.1
LOC111134701,1,1,1,1,1,rna-XM_022483993.1,rna-XM_022483993.1,rna-XM_022483993.1,rna-XM_022483993.1
LOC111134702,8,9,7,8,9,rna-XM_022484004.1,rna-XM_022484004.1,rna-XM_022483994.1,rna-XM_022483994.1
LOC111134703,2,1,2,2,2,rna-XM_022484006.1,rna-XM_022484006.1,rna-XM_022484006.1,rna-XM_022484006.1
LOC111134704,2,2,2,2,2,rna-XM_022484008.1,rna-XM_022484008.1,rna-XM_022484009.1,rna-XM_022484009.1
LOC111134705,1,1,1,1,1,rna-XM_022484010.1,rna-XM_022484010.1,rna-XM_022484010.1,rna-XM_022484010.1
LOC111134706,1,1,1,1,1,rna-XM_022484012.1,rna-XM_022484012.1,rna-XM_022484012.1,rna-XM_022484012.1
LOC111134707,1,1,1,1,1,rna-XM_022484013.1,rna-XM_022484013.1,rna-XM_022484013.1,rna-XM_022484013.1
LOC111134708,2,2,2,2,2,rna-XM_022484015.1,rna-XM_022484015.1,rna-XM_022484015.1,rna-XM_022484015.1
LOC111134709,1,1,1,1,1,rna-XM_022484017.1,rna-XM_022484017.1,rna-XM_022484017.1,rna-XM_022484017.1
LOC111134710,2,1,2,2,2,rna-XM_022484018.1,rna-XM_022484018.1,rna-XM_022484018.1,rna-XM_022484018.1
LOC111134711,4,1,3,2,4,rna-XM_022484023.1,rna-XM_022484023.1,rna-XM_022484023.1,rna-XM_022484023.1
LOC111134712,2,2,2,2,2,rna-XM_022484020.1,rna-XM_022484020.1,rna-XM_022484021.1,rna-XM_022484021.1
LOC111134713,1,1,1,1,1,rna-XM_022484022.1,rna-XM_022484022.1,rna-XM_022484022.1,rna-XM_022484022.1
LOC111134714,1,1,1,1,1,rna-XM_022484065.1,rna-XM_022484065.1,rna-XM_022484065.1,rna-XM_022484065.1
LOC111134715,3,2,3,2,3,rna-XM_022484024.1,rna-XM_022484024.1,rna-XM_022484026.1,rna-XM_022484026.1
LOC111134716,2,2,2,2,2,rna-XM_022484028.1,rna-XM_022484027.1,rna-XM_022484027.1,rna-XM_022484027.1
LOC111134717,1,1,1,1,1,rna-XM_022484029.1,rna-XM_022484029.1,rna-XM_022484029.1,rna-XM_022484029.1
LOC111134718,1,1,1,1,1,rna-XM_022484030.1,rna-XM_022484030.1,rna-XM_022484030.1,rna-XM_022484030.1
LOC111134719,1,1,1,1,1,rna-XM_022484031.1,rna-XM_022484031.1,rna-XM_022484031.1,rna-XM_022484031.1
LOC111134720,1,1,1,1,1,rna-XM_022484033.1,rna-XM_022484033.1,rna-XM_022484033.1,rna-XM_022484033.1
LOC111134721,1,1,1,1,1,rna-XM_022484034.1,rna-XM_022484034.1,rna-XM_022484034.1,rna-XM_022484034.1
LOC111134722,1,1,1,1,1,rna-XM_022484035.1,rna-XM_022484035.1,rna-XM_022484035.1,rna-XM_022484035.1
LOC111134723,1,1,1,1,1,rna-XM_022484036.1,rna-XM_022484036.1,rna-XM_022484036.1,rna-XM_022484036.1
LOC111134724,5,3,5,5,5,rna-XM_022484039.1,rna-XM_022484039.1,rna-XM_022484041.1,rna-XM_022484041.1
LOC111134725,6,4,6,5,6,rna-XM_022484047.1,rna-XM_022484048.1,rna-XM_022484044.1,rna-XM_022484044.1
LOC111134726,1,1,1,1,1,rna-XM_022484049.1,rna-XM_022484049.1,rna-XM_022484049.1,rna-XM_022484049.1
LOC111134727,1,2,2,2,2,rna-XR_002639506.1,rna-XR_002639506.1,rna-XR_002639505.1,rna-XR_002639505.1
LOC111134728,1,1,1,1,1,rna-XM_022484051.1,rna-XM_022484051.1,rna-XM_022484051.1,rna-XM_022484051.1
LOC111134729,2,1,2,1,2,rna-XM_022484052.1,rna-XM_022484052.1,rna-XM_022484053.1,rna-XM_022484053.1
LOC111134730,1,1,1,1,1,rna-XM_022484054.1,rna-XM_022484054.1,rna-XM_022484054.1,rna-XM_022484054.1
LOC111134731,1,1,1,1,1,rna-XR_002639507.1,rna-XR_002639507.1,rna-XR_002639507.1,rna-XR_002639507.1
LOC111134732,1,1,1,1,1,rna-XM_022484055.1,rna-XM_022484055.1,rna-XM_022484055.1,rna-XM_022484055.1
LOC111134733,1,1,1,1,1,rna-XM_022484057.1,rna-XM_022484057.1,rna-XM_022484057.1,rna-XM_022484057.1
LOC111134734,1,1,1,1,1,rna-XM_022484058.1,rna-XM_022484058.1,rna-XM_022484058.1,rna-XM_022484058.1
LOC111134735,3,3,3,3,3,rna-XM_022484061.1,rna-XM_022484061.1,rna-XM_022484059.1,rna-XM_022484059.1
LOC111134736,1,1,1,1,1,rna-XM_022484062.1,rna-XM_022484062.1,rna-XM_022484062.1,rna-XM_022484062.1
LOC111134737,11,10,12,11,12,rna-XM_022484071.1,rna-XM_022484071.1,rna-XM_022484073.1,rna-XM_022484070.1
LOC111134738,1,1,1,1,1,rna-XM_022484078.1,rna-XM_022484078.1,rna-XM_022484078.1,rna-XM_022484078.1
