gene	SPID
LOC111107543	Q9H4K1
LOC111109544	Q9V0D5
LOC111108448	Q8VC12
LOC111108449	Q7Q6Y4
LOC111108450	Q24297
LOC111106275	P27473
LOC111109751	O18404
LOC111106553	P28658
LOC111110219	Q3L254
LOC111108895	Q7Z449
LOC111108304	Q6P3V7
LOC111107057	Q66HD0
LOC111106454	Q6AZB8
LOC111108900	B5XXL3
LOC111108902	B5XXL3
LOC111107136	Q66HD0
LOC111108403	Q6P3V7
LOC111109611	Q3L254
LOC111106479	Q5FVB0
LOC111109578	O18404
LOC111108256	O60290
LOC111108257	O60290
LOC111106077	P27473
LOC111109639	Q24297
LOC111109638	Q9R0X0
LOC111109637	Q8VC12
LOC111107244	Q6R7G0
LOC111110425	Q9V0D5
LOC111108058	Q9H4K1
LOC111108057	O97593
LOC111110034	Q4R6T7
LOC111105806	Q63170
LOC111105806	Q8WXX0
LOC111108498	W0LYS5
LOC111110053	Q12792
LOC111110053	Q91YR1
LOC111106521	P0C218
LOC111110570	Q4UMH6
LOC111110522	Q99PF4
LOC111106350	Q6V0I7
LOC111108912	Q6V0I7
LOC111108355	Q9NJV4
LOC111108356	Q5ZMU6
LOC111109747	Q640H3
LOC111108044	P82669
LOC111108043	A2AT37
LOC111110195	P47897
LOC111110289	Q3UVX5
LOC111110292	Q3TZX8
LOC111110421	E7EXX2
LOC111108501	Q6ZPT1
LOC111106296	Q8QZZ7
LOC111108516	Q80X72
LOC111108369	Q9DBB5
LOC111108647	Q63HM9
LOC111108917	Q5VU97
LOC111108918	Q5VU97
LOC111109483	O96006
LOC111108922	Q7LHG5
LOC111106572	Q9NUV9
LOC111108052	Q8K0U4
LOC111108053	Q96MM6
LOC111108926	Q8K0U4
LOC111106503	Q9CZJ2
LOC111107272	Q9VZW5
LOC111107254	P10079
LOC111107271	Q09470
LOC111107260	Q96MM6
LOC111107261	Q9CZJ2
LOC111107268	Q14191
LOC111107253	P16157
LOC111107252	P16157
LOC111107274	Q8VEM8
LOC111107273	P49432
LOC111107265	P11714
LOC111107266	O73853
LOC111107256	P46023
LOC111107250	Q8BW94
LOC111106576	Q5XPI4
LOC111106577	P50395
LOC111108522	Q5RFC2
LOC111106532	F1QCP6
LOC111106532	Q16635
LOC111106378	P18729
LOC111108111	Q53HV7
LOC111108112	Q9Z0V8
LOC111109650	Q9D4D4
LOC111106318	Q9UBK9
LOC111106317	Q7SXW4
LOC111107888	Q9FT72
LOC111107884	O43301
LOC111108932	Q7ZV90
LOC111105830	Q9DGD1
LOC111109399	Q9Y5Z4
LOC111107852	P28867
LOC111109920	Q9I8E6
LOC111108503	Q4UMH6
LOC111106556	Q9N0C5
LOC111106799	Q9N0C5
LOC111106471	Q4UMH6
LOC111108019	Q14191
LOC111106893	Q4UMH6
LOC111108529	Q4UMH6
LOC111108387	Q4UMH6
LOC111108939	B0BN95
LOC111108174	Q4UMH6
LOC111108176	Q05B18
LOC111108175	Q5XTS1
LOC111109454	Q8CFA2
LOC111109845	Q8VEK6
LOC111107149	P55201
LOC111107149	B2RRD7
LOC111108295	Q9P2N4
LOC111109581	Q4UMH6
LOC111107520	O18373
LOC111110503	Q9MYM7
LOC111108081	Q96KE9
LOC111108379	Q8C079
LOC111106298	Q8R5I6
LOC111108941	P34456
LOC111107140	Q96QE2
LOC111108144	Q9D906
LOC111108398	Q9W0A0
LOC111108398	Q96KG7
LOC111108396	Q99M80
LOC111106226	Q8K0U4
LOC111108946	Q8K0U4
LOC111108947	O43301
LOC111108495	Q8K0U4
LOC111108494	Q8K0U4
LOC111106058	O43301
LOC111106057	Q8K0U4
LOC111108335	O43301
LOC111108334	O43301
LOC111108338	Q96MM6
LOC111108333	O43301
LOC111108948	O43301
LOC111108337	O43301
LOC111108332	Q96MM6
LOC111106100	O43301
LOC111108949	Q8K0U4
LOC111106101	O43301
LOC111110632	O43301
LOC111110633	O43301
LOC111108950	Q96MM6
LOC111108951	Q8K0U4
LOC111107400	Q8K0U4
LOC111107398	O43301
LOC111107401	Q08874
LOC111108085	H3BNL1
LOC111108084	Q90X38
LOC111109917	P00639
LOC111108953	Q9WTS8
LOC111109780	Q91VR8
LOC111110557	Q8CE22
LOC111105715	B3EWY9
LOC111108160	B3EWY9
LOC111108162	Q9BU79
LOC111109583	Q15063
LOC111106001	O43818
LOC111108511	P0CJ79
LOC111106044	Q9Y2V7
LOC111110311	Q9DC53
LOC111108763	O14832
LOC111108762	O14832
LOC111108957	P24014
LOC111108958	P86952
LOC111108960	P24821
LOC111108962	Q05546
LOC111110264	Q05546
LOC111108964	P24821
LOC111106898	Q92752
LOC111106897	Q92752
LOC111108965	P22105
LOC111106163	P24821
LOC111108967	P86952
LOC111107490	P24014
LOC111107491	O14832
LOC111107492	O14832
LOC111107487	Q86YQ8
LOC111107485	Q9Y2V7
LOC111107484	P0CJ79
LOC111109629	O43818
LOC111109531	Q15063
LOC111108188	Q9BU79
LOC111108186	B3EWY9
LOC111108186	P35555
LOC111108065	B3EWY9
LOC111108067	Q8CE22
LOC111108074	Q91VR8
LOC111110266	Q9HAC7
LOC111110265	Q6V0I7
LOC111110100	Q9UKK9
LOC111110100	Q5RCY2
LOC111109674	Q8BFQ8
LOC111106265	Q80UJ9
LOC111106264	A2AS55
LOC111105679	D3YXG0
LOC111110309	D3YXG0
LOC111110485	Q8IW92
LOC111110486	O60381
LOC111110487	Q91Z46
LOC111108197	D3YXG0
LOC111108197	B3EWZ3
LOC111108197	Q96RW7
LOC111108012	Q9BTV4
LOC111108011	Q9BTV4
LOC111108764	Q8BTZ7
LOC111106568	P80147
LOC111110544	P35903
LOC111110105	Q17043
LOC111108980	P35903
LOC111109511	P98175
LOC111109512	O96006
LOC111109510	O01761
LOC111110479	O43301
LOC111110481	Q9ULJ7
LOC111110477	O43301
LOC111108061	O75051
LOC111107029	Q9VZX9
LOC111108360	Q63505
LOC111108361	Q9VZW5
LOC111106992	A8E657
LOC111106992	Q9UDR5
LOC111106244	P0C6B8
LOC111108038	Q9VH78
LOC111110656	P49582
LOC111105738	P49582
LOC111105780	Q05941
LOC111105843	P49582
LOC111105843	Q05941
LOC111108987	Q9ULI1
LOC111110004	Q24K15
LOC111108630	Q8K4Q7
LOC111106980	Q9UPS8
LOC111105812	Q8T5G8
LOC111106230	G5EBQ8
LOC111108433	C3YWU0
LOC111106524	Q5FWU8
LOC111110190	Q05941
LOC111110458	P54131
LOC111110092	P54131
LOC111110176	P54131
LOC111109756	P36544
LOC111107727	Q91309
LOC111107728	Q567B1
LOC111108101	O70497
LOC111108097	D8VNS7
LOC111108100	Q24K15
LOC111108103	O70497
LOC111108102	D8VNS7
LOC111108124	Q6DN90
LOC111108124	A0A0G2JUG7
LOC111108994	Q6DN90
LOC111108997	Q6DN90
LOC111108614	Q63416
LOC111110030	Q7ZY86
LOC111105779	P49582
LOC111110453	P36544
LOC111109003	P49582
LOC111109646	Q05941
LOC111105858	Q69ZS0
LOC111108266	Q641F0
LOC111106221	Q8BNA6
LOC111108796	Q5BIR5
LOC111105842	Q5BIR5
LOC111108305	Q99MD6
LOC111108137	Q99JW2
LOC111108137	P37111
LOC111108138	Q8MPM1
LOC111108133	Q2KJC3
LOC111109007	P34457
LOC111108132	Q2KJC3
LOC111110125	Q7Z3U7
LOC111110127	Q20929
LOC111106354	B1WC61
LOC111106358	O75439
LOC111106361	Q96PH1
LOC111109012	Q96PH1
LOC111106360	Q7SY29
LOC111106359	Q99LJ2
LOC111106365	O18404
LOC111106355	Q9XTQ6
LOC111106363	Q00288
LOC111106362	Q00288
LOC111106364	Q5XFW8
LOC111106049	P48148
LOC111108652	A0A0G2K1Q8
LOC111108653	Q62636
LOC111108653	Q640R7
LOC111107910	A4IHD2
LOC111108022	Q26619
LOC111107332	Q63505
LOC111106176	Q9VZX9
LOC111108185	O75051
LOC111109019	P16157
LOC111109803	O01761
LOC111109804	P98175
LOC111106942	Q17043
LOC111106941	P35903
LOC111109618	P80147
LOC111109888	Q8BTZ7
LOC111110104	Q9BTV4
LOC111108244	D3YXG0
LOC111108244	B3EWZ3
LOC111107189	Q16829
LOC111107182	Q62661
LOC111107181	Q8IW92
LOC111107179	Q96RW7
LOC111107180	D3YXG0
LOC111107190	A2AS55
LOC111107192	Q80UJ9
LOC111107194	Q8BFQ8
LOC111109844	Q9UKK9
LOC111106451	Q6V0I7
LOC111109501	Q9HAC7
LOC111110143	Q63415
LOC111110143	Q04592
LOC111106107	Q66K08
LOC111106107	Q8IUL8
LOC111108381	Q8TB22
LOC111107046	Q071E0
LOC111107629	Q8CBC6
LOC111107699	Q9WVF8
LOC111107627	Q54KD0
LOC111107661	Q8BR93
LOC111107682	Q8TB22
LOC111109549	Q8N4W9
LOC111105828	O88382
LOC111105828	Q6RHR9
LOC111107545	Q5TCQ9
LOC111107545	O88382
LOC111108060	Q9UKG1
LOC111108060	Q8NEU8
LOC111107926	Q5F478
LOC111107927	P16157
LOC111107929	Q9ULJ7
LOC111109067	Q8I7P9
LOC111107952	Q6AZB8
LOC111109072	Q59RQ0
LOC111107931	Q8CBC6
LOC111107947	P15043
LOC111107402	Q9UBN7
LOC111107403	Q29J90
LOC111107387	Q5S007
LOC111108548	Q32Q07
LOC111108553	M9PBE2
LOC111108542	O94966
LOC111108559	Q9NUV9
LOC111108560	P22942
LOC111108543	Q32P12
LOC111109079	P16157
LOC111108540	P16157
LOC111109945	A2AV25
LOC111108080	Q9Z1J2
LOC111108080	P51957
LOC111106061	Q7N571
LOC111106617	Q14831
LOC111107606	Q29RU9
LOC111107226	P49013
LOC111107223	Q9NUV9
LOC111107224	P07207
LOC111107228	P49013
LOC111106399	P06867
LOC111108010	Q02290
LOC111108050	Q0VG85
LOC111105682	P46023
LOC111105695	Q0VG85
LOC111105683	P46023
LOC111105692	P49411
LOC111105688	Q5RD27
LOC111105688	Q96SB4
LOC111105686	Q5ZKD7
LOC111108615	Q6P5U7
LOC111109099	Q6P5U7
LOC111109100	Q99999
LOC111105762	Q99JY4
LOC111109520	Q8BM39
LOC111107921	Q17902
LOC111110593	P32138
LOC111106953	Q6GQN0
LOC111106953	Q9BYV8
LOC111106954	Q07646
LOC111106955	Q2KI92
LOC111110624	P94459
LOC111109565	A0A2H5AIX5
LOC111110605	Q5P603
LOC111110603	Q5XGY1
LOC111110604	Q0S7V5
LOC111110601	A0A0R4IXF6
LOC111106432	Q92831
LOC111109108	Q96KG7
LOC111108492	Q08BL7
LOC111106549	Q6ZR37
LOC111109506	A5PMU4
LOC111105890	P21213
LOC111108476	P47990
LOC111107393	P47990
LOC111107395	Q7SY73
LOC111107394	Q96I25
LOC111110205	Q3KRG3
LOC111108704	P07207
LOC111109112	Q9NVX2
LOC111109114	A2RUV0
LOC111108706	P21783
LOC111108705	P07207
LOC111108707	P21783
LOC111110422	Q921L7
LOC111110372	Q8R0F3
LOC111110577	Q6PDG8
LOC111109740	Q6P2K3
LOC111106800	Q8BX57
LOC111108268	Q28C33
LOC111108505	Q7TQ20
LOC111108790	Q9UHJ3
LOC111109775	Q3UF25
LOC111106830	A2RUB6
LOC111106830	Q5RBD6
LOC111106830	F1PZQ5
LOC111105725	Q96RW7
LOC111108271	Q69ZR9
LOC111108351	Q5XGG2
LOC111108349	Q8LHH9
LOC111105743	Q9LQV2
LOC111107556	Q9LQV2
LOC111107555	Q9LQV2
LOC111107554	Q9LQV2
LOC111107067	Q9BXW9
LOC111106548	P58743
LOC111107907	Q8IVG5
LOC111107816	Q9VCY8
LOC111107815	A0JPI9
LOC111107815	Q0VAA2
LOC111107174	Q9H1K0
LOC111107173	Q5RBP9
LOC111106616	Q5RBP9
LOC111106450	Q5RBP9
LOC111106301	Q7PCJ9
LOC111106010	Q6NRT3
LOC111107422	P35832
LOC111106284	Q16651
LOC111110009	O88796
LOC111110008	Q494V2
LOC111108524	A7RX26
LOC111106558	P10079
LOC111106916	O44252
LOC111108202	Q7Z6Z7
LOC111105897	Q91VU7
LOC111106871	Q4UMH6
LOC111106777	C3YWU0
LOC111106775	Q9FN03
LOC111109129	O60318
LOC111109130	O60318
LOC111110057	O60318
LOC111109131	O60318
LOC111109135	O60318
LOC111110055	O60318
LOC111108353	A0M8U1
LOC111106516	Q98SN7
LOC111106592	A4D7T3
LOC111109666	Q9N2W7
LOC111108600	Q8WWQ8
LOC111109137	Q6AZB8
LOC111106817	P10079
LOC111106787	Q6DIB5
LOC111109760	Q96GP6
LOC111108001	Q99MI1
LOC111109147	P37889
LOC111106822	Q7TSY2
LOC111106822	Q86UP9
LOC111106299	Q5M819
LOC111106300	Q9D0W5
LOC111107005	Q25386
LOC111105847	Q9NPF2
LOC111108783	G3H0N9
LOC111108783	Q9UBS3
LOC111105816	Q96SW2
LOC111110211	P42325
LOC111106130	A8Y5T1
LOC111108128	Q3UZV7
LOC111108633	Q68EZ3
LOC111108465	P16157
LOC111109153	P16157
LOC111106857	Q6YHK3
LOC111110185	Q5R7J6
LOC111109155	Q91285
LOC111109425	A4FUB8
LOC111109623	P61917
LOC111105882	Q66I24
LOC111106200	O18883
LOC111106452	Q08BB2
LOC111110628	Q3ZC89
LOC111107200	Q6DFJ6
LOC111107048	Q6DFJ6
LOC111108217	Q8JFF3
LOC111107827	Q8ND61
LOC111107113	Q92630
LOC111107111	C0HAC0
LOC111107109	S8FGV1
LOC111107112	Q5RC19
LOC111109158	Q03650
LOC111107118	P42325
LOC111106236	Q6AZB8
LOC111110590	Q1JQ66
LOC111106552	Q6DJI9
LOC111107595	A4D0V7
LOC111108621	Q53G44
LOC111108619	Q53G44
LOC111109905	O18809
LOC111110669	Q9MZY0
LOC111110523	P05182
LOC111108110	Q9QW30
LOC111108786	Q8N0U4
LOC111105674	Q6RVA9
LOC111108424	Q9D2Z4
LOC111109690	Q13569
LOC111109822	P51612
LOC111108245	Q2T9W2
LOC111108246	Q9Y2B1
LOC111106006	Q8BUH1
LOC111106005	Q5R4R7
LOC111106295	Q96MM6
LOC111106636	Q9WTS8
LOC111106619	Q4VSN3
LOC111106618	Q24118
LOC111106620	Q24118
LOC111109170	Q24118
LOC111106257	Q13371
LOC111108086	Q16720
LOC111108086	D3K0R6
LOC111108086	Q64568
LOC111110541	P19221
LOC111110542	Q8IYQ7
LOC111110542	Q5R5P3
LOC111106076	Q8K339
LOC111105727	Q58D34
LOC111106508	Q5BKN5
LOC111106496	Q04073
LOC111108089	Q8CDU4
LOC111108089	Q8NEE6
LOC111109924	Q49AA0
LOC111106016	Q6DCX5
LOC111108003	Q6AZB8
LOC111107913	P21333
LOC111107913	Q14315
LOC111107913	D3ZHA0
LOC111107913	Q9VEN1
LOC111108346	P23038
LOC111108344	Q3ZDQ5
LOC111108345	P23038
LOC111108340	P07207
LOC111108340	P21783
LOC111108342	Q5REY7
LOC111109720	E1C7T6
LOC111109620	Q8VXZ0
LOC111110297	Q8BIE6
LOC111106152	Q8N539
LOC111106152	Q9U8W8
LOC111109975	P55083
LOC111107214	Q68FS3
LOC111107215	Q9Y3I1
LOC111107216	Q68FS3
LOC111110194	Q92982
LOC111106465	P16157
LOC111106466	P28575
LOC111106468	Q86FP7
LOC111106467	P40682
LOC111109677	O54879
LOC111107482	Q04832
LOC111110033	B9FAF3
LOC111109182	P15043
LOC111109183	Q8T4F7
LOC111107760	Q9UHD2
LOC111109188	Q9WUN2
LOC111106219	Q5M9P8
LOC111106154	Q99M80
LOC111106154	Q03348
LOC111109191	Q99M80
LOC111110653	B0V2N1
LOC111110652	P28828
LOC111110204	Q5RI56
LOC111110161	A4IGF3
LOC111108126	B7ZCC9
LOC111108126	Q8IZF6
LOC111110089	F1MNN4
LOC111106142	Q5QJC2
LOC111108023	Q5ZII3
LOC111109773	B5X5D0
LOC111110631	Q767L0
LOC111107716	Q96N23
LOC111110085	Q5TYM5
LOC111110083	Q7Z6B7
LOC111110547	Q6JEL2
LOC111110548	Q8IPH9
LOC111106068	Q96M69
LOC111106809	Q9H816
LOC111107790	Q00536
LOC111106272	Q7ZW46
LOC111110366	Q9VGZ5
LOC111105864	Q5U374
LOC111105865	Q9D581
LOC111108626	Q9NVM9
LOC111108628	Q25011
LOC111106329	Q8BV66
LOC111106267	P27473
LOC111106269	P27473
LOC111109206	P27473
LOC111106890	P27473
LOC111108775	Q53G44
LOC111108771	P27473
LOC111108769	P27473
LOC111108773	Q53G44
LOC111108769	Q53G44
LOC111108770	P27473
LOC111108768	P27473
LOC111106097	P13055
LOC111106097	P17671
LOC111106614	Q53G44
LOC111106189	Q20296
LOC111109481	Q8N1E6
LOC111108394	P33945
LOC111106119	P11881
LOC111109668	Q9NUV9
LOC111109667	G3X987
LOC111105879	F1LU71
LOC111106720	Q96MB7
LOC111109487	P22105
LOC111109222	P34456
LOC111109226	P34456
LOC111109967	B3EWZ6
LOC111109813	P56590
LOC111109812	Q6GUR1
LOC111106316	Q6P1C6
LOC111107722	P08247
LOC111108595	E9QJQ6
LOC111106534	Q9JJJ7
LOC111109429	Q921Y4
LOC111109553	Q8IYE0
LOC111105834	Q9DE26
LOC111108442	Q9JLR1
LOC111108510	Q5R4J5
LOC111107306	P23825
LOC111110596	Q68FS3
LOC111109983	Q92982
LOC111109236	P28575
LOC111107315	P28575
LOC111107317	Q86FP7
LOC111107316	P40682
LOC111109703	O54879
LOC111107851	B9FAF3
LOC111107437	Q9UHD2
LOC111106228	Q5M9P8
LOC111107549	Q99M80
LOC111109242	G5ECX0
LOC111107550	Q99M80
LOC111110390	Q99M80
LOC111105863	Q99M80
LOC111105863	B0V2N1
LOC111105862	Q9W6V5
LOC111110102	Q5RI56
LOC111110022	A4IGF3
LOC111107321	B7ZCC9
LOC111106647	Q9U8W7
LOC111110529	A7RT29
LOC111108514	F1MNN4
LOC111105836	Q5QJC2
LOC111110184	Q5ZII3
LOC111108589	B5X5D0
LOC111109854	Q767L0
LOC111107620	Q96N23
LOC111109601	Q5TYM5
LOC111110347	Q7Z6B7
LOC111110347	O43295
LOC111108308	Q6JEL2
LOC111108312	Q8IPH9
LOC111105850	Q96M69
LOC111106464	Q9H816
LOC111107574	Q00536
LOC111109796	Q7ZW46
LOC111109977	Q9VGZ5
LOC111110682	Q5U374
LOC111110683	Q9D581
LOC111108451	Q9NVM9
LOC111108453	Q25011
LOC111110308	Q9BDB7
LOC111109590	Q8BV66
LOC111109590	Q8TCB0
LOC111109586	Q8TCB0
LOC111106717	Q8TCB0
LOC111109250	P22105
LOC111106927	C3YWU0
LOC111106924	C3YWU0
LOC111106930	Q9BTY2
LOC111106921	Q9BTY2
LOC111106925	Q9BTY2
LOC111106929	C3YWU0
LOC111106922	C3YWU0
LOC111106926	Q9BTY2
LOC111106926	C3YWU0
LOC111106920	Q9BTY2
LOC111106928	Q9BTY2
LOC111108701	Q96C86
LOC111106193	Q6BEA0
LOC111108438	Q6DDT4
LOC111107413	Q2KIS1
LOC111107813	O95243
LOC111107814	P33215
LOC111108607	Q925U4
LOC111109252	Q6XPR3
LOC111106539	Q2IBG7
LOC111106540	Q6ZR37
LOC111108179	Q9NY47
LOC111108179	Q8CFG6
LOC111108179	Q6PHS9
LOC111108181	Q9NRM2
LOC111108182	Q9Z2U1
LOC111108777	Q9BXW7
LOC111108698	Q5ZKW0
LOC111108697	Q8VEL2
LOC111110445	P46436
LOC111108624	Q5EAW4
LOC111108251	P41827
LOC111108170	P02825
LOC111108142	O76463
LOC111109444	Q15063
LOC111110350	Q25452
LOC111109254	P09623
LOC111108439	Q9V4A7
LOC111110082	Q8BG94
LOC111108357	Q15075
LOC111108359	P09623
LOC111108281	G5ECP4
LOC111108747	Q3UHX0
LOC111109257	Q09575
LOC111109258	Q09575
LOC111106293	Q3T052
LOC111106292	Q9GLY5
LOC111107171	Q5RB02
LOC111108255	Q6P8C8
LOC111108253	Q8NHV1
LOC111110321	Q8NHV1
LOC111109557	Q8NHV1
LOC111109931	Q9N2B1
LOC111106408	Q2YDD0
LOC111106015	B4K5R6
LOC111107872	Q6QM28
LOC111107873	Q9JHB3
LOC111106223	Q641G7
LOC111107879	Q7KMJ6
LOC111107881	Q91ZT9
LOC111108183	Q9R085
LOC111108746	Q9Z2Z6
LOC111107009	P20241
LOC111109680	Q52I78
LOC111108042	Q3MII6
LOC111108454	Q15063
LOC111107105	P22105
LOC111108518	P35858
LOC111108521	P30682
LOC111108519	Q9NU19
LOC111108519	Q95LL3
LOC111108423	Q91YQ5
LOC111106770	E9QJ30
LOC111105741	Q5XIA9
LOC111108282	Q9NR81
LOC111108282	Q9N0A8
LOC111110017	Q3SZZ7
LOC111110614	Q15389
LOC111107850	F1RBC8
LOC111109264	Q96QE2
LOC111109265	P09481
LOC111107557	Q9I8C7
LOC111107557	P04759
LOC111110146	Q8BVV7
LOC111109652	Q9SKC2
LOC111107307	P98174
LOC111105896	Q5ZJ85
LOC111109475	Q5UQ50
LOC111109943	Q9Y6I9
LOC111109271	Q86CS2
LOC111106734	O62760
LOC111109273	Q8CIQ7
LOC111108426	Q8IZD9
LOC111108616	Q6GNL7
LOC111106713	Q6PDC8
LOC111110110	Q15063
LOC111110113	Q07E02
LOC111110112	Q00PJ9
LOC111110111	Q00PJ9
LOC111109834	Q00PJ9
LOC111110512	Q00PJ9
LOC111105764	Q2IBC1
LOC111109636	Q07E02
LOC111106911	Q2IBC1
LOC111106912	Q2IBC1
LOC111109850	Q2QL79
LOC111110460	P35431
LOC111110461	P35431
LOC111110463	Q2QL79
LOC111110462	P35431
LOC111110459	Q2IBC1
LOC111110117	P35431
LOC111109274	Q6AZB8
LOC111107338	P52732
LOC111107344	Q9JI71
LOC111107336	Q80TA9
LOC111107364	Q9CQM0
LOC111107357	Q9W2N0
LOC111107345	Q9JI71
LOC111107335	Q80TA9
LOC111107363	Q9CQM0
LOC111107358	Q9W2N0
LOC111107356	Q9R0M8
LOC111107351	Q58DA6
LOC111107346	Q80T74
LOC111107360	B3EWZ5
LOC111107360	B3EWZ6
LOC111107368	B3EWZ6
LOC111107359	B3EWZ5
LOC111107341	Q9R0T8
LOC111109277	P10394
LOC111107347	Q8JZL1
LOC111107350	P86856
LOC111107355	Q8MPM1
LOC111109280	Q6V0I7
LOC111107340	Q9R0T8
LOC111107349	Q8JZL1
LOC111107361	P86856
LOC111107353	Q8MPM1
LOC111107372	Q6V0I7
LOC111109286	B3EWZ5
LOC111109287	P13821
LOC111105877	B3EWZ5
LOC111106144	Q93075
LOC111106066	Q96RW7
LOC111109524	P51957
LOC111109634	Q9R0A5
LOC111108722	Q9Z1J2
LOC111108029	P20262
LOC111108232	P43090
LOC111108232	P13195
LOC111108233	A2RV80
LOC111108307	A6QLI6
LOC111109289	P15800
LOC111109292	Q9Z1L5
LOC111110313	Q6P799
LOC111106985	Q9VN14
LOC111108798	A8WGF4
LOC111110588	Q9D7N9
LOC111110214	P25210
LOC111109509	A4QND0
LOC111106043	Q99PL6
LOC111105753	A8DYE2
LOC111109709	Q69Z37
LOC111106818	Q8BIW1
LOC111107088	Q22744
LOC111107088	Q5EBH1
LOC111108274	P19419
LOC111108470	Q9ESJ4
LOC111109298	Q24292
LOC111109299	Q96GP6
LOC111108222	P52788
LOC111108221	Q4V7M2
LOC111109300	Q99JY3
LOC111108220	Q8NHV1
LOC111109302	Q9NUV9
LOC111108219	Q8NHV1
LOC111109303	P97355
LOC111110622	P97355
LOC111108617	P33316
LOC111109808	P33316
LOC111109806	C0HAV3
LOC111109807	Q0P457
LOC111105866	P53590
LOC111108629	O00429
LOC111109307	P10079
LOC111105958	Q96GP6
LOC111105969	Q91ZX1
LOC111105936	P15206
LOC111105899	Q9Y4E8
LOC111109308	Q5F478
LOC111105973	A7S1L6
LOC111105900	O15084
LOC111109309	P16157
LOC111105944	A7S1L6
LOC111105967	Q86YS6
LOC111105909	Q9HBM0
LOC111105908	Q9D5R3
LOC111105972	P62749
LOC111105923	Q28DN4
LOC111105932	G3V9D0
LOC111105904	B2GUB3
LOC111105903	Q9Y2I1
LOC111105928	Q12570
LOC111105901	Q24292
LOC111105937	P52788
LOC111105931	Q4V7M2
LOC111105930	Q99JY3
LOC111109315	Q8NHV1
LOC111105913	Q9NUV9
LOC111105914	Q8NHV1
LOC111105933	P97355
LOC111105934	P52788
LOC111105982	P33316
LOC111105981	P70583
LOC111105915	C0HAV3
LOC111105954	Q0P457
LOC111105925	P53590
LOC111105912	Q7SXN5
LOC111109320	P34456
LOC111105977	P49013
LOC111105970	P10079
LOC111105970	P49013
LOC111105963	P10079
LOC111106716	Q96GP6
LOC111109569	Q91ZX1
LOC111106887	P15206
LOC111106074	Q9R085
LOC111106074	Q9Y4E8
LOC111108204	Q9Y4E8
LOC111108204	Q9PU36
LOC111106501	Q6P2Z3
LOC111108477	D2I1E3
LOC111108479	Q9GNQ1
LOC111109325	Q10981
LOC111106863	Q10981
LOC111106874	Q5F478
LOC111109643	A7S1L6
LOC111109326	P34456
LOC111108376	Q86YS6
LOC111106158	Q9HBM0
LOC111109832	Q9D5R3
LOC111109832	F1R4Y7
LOC111108485	P62749
LOC111110660	A8K0Z3
LOC111106423	G3V9D0
LOC111107328	B2GUB3
LOC111109331	P07207
LOC111108243	Q9Y2I1
LOC111105786	S8FGV1
LOC111109332	Q12570
LOC111107843	O15050
LOC111110353	Q9I8C7
LOC111110087	Q6DIR5
LOC111110086	Q21086
LOC111109337	O02824
LOC111107863	P20241
LOC111105860	P22770
LOC111110438	V5NAL9
LOC111110437	V5NAL9
LOC111109340	V5NAL9
LOC111106502	V5NAL9
LOC111109955	V5NAL9
LOC111109956	V5NAL9
LOC111109778	V5NAL9
LOC111106939	V5NAL9
LOC111110572	O43592
LOC111109766	Q6DEZ2
LOC111109767	Q5D013
LOC111109768	H9BW96
LOC111109889	Q5I7T1
LOC111109889	O88788
LOC111110179	Q99PU7
LOC111108412	Q15008
LOC111109343	Q9NUV9
LOC111106078	Q9NUV9
LOC111109344	Q9NUV9
LOC111106079	Q9NUV9
LOC111106081	Q9NUV9
LOC111106083	Q2HJC9
LOC111108490	P62257
LOC111107325	Q641C8
LOC111107324	P10079
LOC111108534	Q9D9V7
LOC111107443	Q14BN4
LOC111107135	Q07DZ5
LOC111106093	Q09660
LOC111107767	O15050
LOC111105783	P22770
LOC111110502	Q6DIR5
LOC111110500	Q21086
LOC111107757	P20241
LOC111109347	P22770
LOC111107840	V5NAL9
LOC111109348	P10394
LOC111107841	V5NAL9
LOC111107842	V5NAL9
LOC111110223	V5NAL9
LOC111109351	V5NAL9
LOC111106940	V5NAL9
LOC111109353	V5NAL9
LOC111108208	V5NAL9
LOC111109354	V5NAL9
LOC111108209	V5NAL9
LOC111108700	V5NAL9
LOC111105749	V5NAL9
LOC111110088	O43592
LOC111109860	Q6DEZ2
LOC111109861	Q5D013
LOC111109862	H9BW96
LOC111106457	Q5I7T1
LOC111106455	D3ZHS6
LOC111106458	Q15008
LOC111109358	Q9NUV9
LOC111109853	Q9NUV9
LOC111109737	Q9NUV9
LOC111108121	Q9NUV9
LOC111107002	Q9NUV9
LOC111110115	Q9NUV9
LOC111109660	Q2HJC9
LOC111108414	P62257
LOC111107861	Q641C8
LOC111107858	P10079
LOC111108782	Q8NEG7
LOC111108782	Q9D9V7
LOC111108782	Q8BH65
LOC111107731	Q14BN4
LOC111107062	Q07DZ5
LOC111107063	Q09660
LOC111107995	Q9PU85
LOC111107014	O15084
LOC111107014	Q505D1
LOC111109360	P16157
LOC111108313	Q9Y2U8
LOC111108239	P36544
LOC111108370	Q8MPM1
LOC111108370	Q7JQD3
LOC111106331	Q7ZVX6
LOC111106138	Q56P28
LOC111110098	P05370
LOC111105718	Q96QE2
LOC111105716	Q86U86
LOC111105716	Q90941
LOC111105716	Q8BSQ9
LOC111108535	Q9UBY8
LOC111109725	Q15125
LOC111109534	Q9NR61
LOC111106917	P16157
