gene_name,slope_best_fit,r_squared,percentage_within_95_CI,num_exons,mean_exon_expression,std_dev_exon_expression,sum_exon_expression
gene-LOC111105947,-24.799999999999997,0.3591013125321129,100,5,48.4,65.43546439049699,242
gene-LOC111105909,5.760294117647059,0.24448576867571747,62.5,16,40.5625,55.46406494298808,649
gene-LOC111105987,85.00000000000004,0.621060171919771,100,3,100.66666666666667,107.85793124908957,302
gene-LOC111105908,0.8300751879699245,0.031904183581403366,50,20,31.1,27.493348477883078,622
gene-LOC111105994,-14.500000000000005,0.8972261735419629,100,3,17.666666666666668,15.30795000427338,53
gene-LOC111105910,-0.4441176470588238,0.008892069440896648,56.25,16,24.875,22.422830627138346,398
gene-LOC111105975,-4.800000000000002,0.3073170731707315,100,6,15,16.198765385053267,90
gene-LOC111105972,-27.99999999999999,1,NA,2,23,19.79898987322333,46
gene-LOC111105978,-3.7714285714285727,0.4134788799240627,100,6,21,10.972693379476162,126
gene-LOC111105974,-3.100000000000002,0.02587855123199137,100,4,57.75,24.878035828149027,231
gene-LOC111105923,7.464285714285716,0.14129661258183893,85.71428571428571,7,32.142857142857146,42.89688633389208,225
gene-LOC111105932,1.0524475524475518,0.07256042297080663,58.333333333333336,12,14.916666666666666,14.087120702860812,179
gene-Trnap-ugg-11,NA,0,NA,1,8,NA,8
gene-LOC111105942,0.714285714285711,0.004834530148130004,66.66666666666666,6,25.833333333333332,19.218914294690705,155
gene-LOC111105904,1.7218487394957989,0.13067379698007817,45.714285714285715,35,46.714285714285715,48.80849216645629,1635
gene-LOC111105993,-0,NA,100,3,0,0,0
gene-LOC111105996,1.0000000000000002,0.75,100,3,0.6666666666666666,1.1547005383792515,2
gene-LOC111105903,-5.4871001031991735,0.160364269845434,88.88888888888889,18,27.166666666666668,73.14952454511561,489
gene-LOC111109312,14.999999999999996,1,NA,2,35.5,10.606601717798213,71
gene-LOC111109313,15.000000000000007,1,NA,2,66.5,10.606601717798213,133
gene-LOC111109314,25,1,NA,2,33.5,17.67766952966369,67
gene-LOC111105960,13.999999999999995,1,NA,2,25,9.899494936611665,50
gene-LOC111105957,-27.999999999999993,1,NA,2,26,19.79898987322333,52
gene-LOC111105986,-1.371428571428573,0.025514950166112986,100,6,24,16.06237840420901,144
gene-LOC111105959,22.999999999999993,1,NA,2,27.5,16.263455967290593,55
gene-LOC111105956,6.000000000000002,1,NA,2,15,4.242640687119285,30
gene-LOC111105962,-23.999999999999996,1,NA,2,31,16.97056274847714,62
gene-LOC111105966,9,1,NA,2,18.5,6.363961030678928,37
gene-LOC111105928,NA,0,NA,1,170,NA,170
gene-LOC111105991,-0.4857142857142872,0.005528102783179795,83.33333333333334,6,8.166666666666666,12.22156563892968,49
gene-LOC111105955,8.154761904761909,0.1496797782611595,87.5,8,66.375,51.630382804812015,531
gene-LOC111105989,-17.6,0.3127877857662172,100,5,89.4,49.75741150823664,447
gene-LOC111105927,-0.6909090909090906,0.04955387783115998,54.54545454545454,11,9.181818181818182,10.29386401521005,101
gene-LOC111105938,-0.4230769230769234,0.0012611272449912535,91.66666666666666,12,27.75,42.95478595411268,333
gene-LOC111105965,105,1,NA,2,97.5,74.24621202458749,195
gene-LOC111105921,-0.21864018334606594,0.041309286021418354,52.94117647058824,34,3.9705882352941178,10.712454643636939,135
gene-LOC111105920,0.5201238390092879,0.3924287647614988,55.55555555555556,18,2.6666666666666665,4.432500290302237,48
gene-LOC111105918,-2.667832167832168,0.2642035101636633,58.333333333333336,12,25.25,18.71375284261672,303
gene-LOC111105922,3.01098901098901,0.13809137545087166,92.3076923076923,13,12.307692307692308,31.5552019361431,160
gene-LOC111105901,-0.07848673066064364,6.281041718619934e-4,54.54545454545454,22,22.863636363636363,20.335976692845318,503
gene-LOC111105916,-1.0833333333333293,0.0072244715998265345,87.5,8,38.125,31.220128580315432,305
gene-LOC111105917,1.9999999999999767,7.095553453169246e-4,100,3,55.333333333333336,75.0821772016058,166
gene-LOC111105906,23.49999999999999,0.06606272160469308,100,5,84.8,144.56382673407617,424
gene-LOC111105937,-0.6678571428571425,0.15124651103780773,60,15,10.466666666666667,7.6799057533899715,157
gene-LOC111105931,-0.32967032967032955,0.009167303284950338,69.23076923076923,13,15.153846153846153,13.409239065200245,197
gene-LOC111105930,NA,0,NA,1,126,NA,126
gene-LOC111109315,-9.94285714285715,0.1369872104247106,100,6,53.333333333333336,50.258001021396254,320
gene-LOC111105913,NA,0,NA,1,125,NA,125
gene-LOC111105914,-18.500000000000007,0.7297441364605539,100,3,16,21.656407827707714,48
gene-LOC111105933,-0.2867132867132869,0.007998578876328934,58.333333333333336,12,11.833333333333334,11.558808788368315,142
gene-LOC111105934,0.37272727272727313,0.008023866348448693,81.81818181818183,11,11.636363636363637,13.800526999160049,128
gene-LOC111105982,3.238095238095236,0.28202430507905996,87.5,8,12.25,14.935575937051393,98
gene-LOC111105981,1.6985220118704005e-15,2.356483500660206e-32,100,6,15.333333333333334,13.69184672228939,92
gene-LOC111105915,NA,0,NA,1,168,NA,168
gene-LOC111105954,0.983333333333333,0.4755464480874318,77.77777777777779,9,3,3.905124837953327,27
gene-LOC111105925,-0.40109890109890106,0.01412928200233323,61.53846153846154,13,10.76923076923077,13.141244526006952,140
gene-LOC111105912,1.361764705882353,0.22344185658670307,56.25,16,16.875,13.715562936557387,270
gene-LOC111105983,-0.08333333333333334,0.3333333333333336,87.5,8,0.125,0.3535533905932738,1
gene-LOC111109317,0.3999999999999998,0.4999999999999999,100,5,0.4,0.8944271909999159,2
gene-LOC111105979,-4.199999999999999,0.5000000000000003,100,5,4.2,9.391485505499118,21
gene-LOC111105976,-10.500000000000005,0.886729222520107,100,3,12.333333333333334,11.150485789118488,37
gene-LOC111105998,-5.500000000000002,0.8175675675675673,100,3,4,6.082762530298219,12
gene-LOC111105946,-2.8571428571428563,0.680272108843538,100,7,16,7.483314773547883,112
gene-LOC111105968,-0.28571428571428603,0.003997867803837955,83.33333333333334,6,6.333333333333333,8.453795991545258,38
gene-LOC111105950,-1.1428571428571426,0.23097744360902253,87.5,8,8.75,5.8248237251071755,70
gene-LOC111109318,-128.99999999999997,1,NA,2,64.5,91.21677477306463,129
gene-LOC111105964,-1.535714285714284,0.15841329677861546,100,7,22.142857142857142,8.335237877600763,155
gene-LOC111105953,-1.4727272727272733,0.4428021866774647,80,10,6.7,6.700746227100382,67
gene-LOC111105952,-0.2857142857142857,0.03478260869565226,100,7,3.5714285714285716,3.3094381626464866,25
gene-LOC111105940,0.36013986013986,0.1533883070754194,58.333333333333336,12,1.9166666666666667,3.3154825052206567,23
gene-LOC111109319,NA,0,NA,1,318,NA,318
gene-LOC111109320,NA,0,NA,1,747,NA,747
gene-LOC111105924,2.022058823529412,0.31345772994015597,31.25,16,10.9375,17.194839342081682,175
gene-LOC111105949,13.60714285714286,0.23762293579183089,85.71428571428571,7,76.28571428571429,60.30122797454539,534
gene-LOC111105992,-24.00000000000002,0.3635598569324639,100,3,47.333333333333336,39.80368492154129,142
gene-LOC111109322,19.499999999999996,0.2526662015349347,100,4,65.75,50.082432049572034,263
gene-LOC111109323,NA,0,NA,1,153,NA,153
gene-LOC111105997,-0.5000000000000018,0.01744186046511631,100,3,2.6666666666666665,3.7859388972001824,8
gene-LOC111105977,0.2571428571428572,0.15428571428571428,83.33333333333334,6,0.5,1.224744871391589,3
gene-LOC111109324,-0.029252086540798947,7.659973681483802e-4,40.476190476190474,42,6.976190476190476,12.966162520168382,293
gene-LOC111105948,0.08391608391608393,0.0160690373456331,91.66666666666666,12,1.3333333333333333,2.3868325657594203,16
gene-LOC111105939,-1.3178571428571428,0.1071751290877797,66.66666666666666,15,16.333333333333332,18.002645308266175,245
gene-LOC111105995,-0.5000000000000018,0.024193548387096846,100,3,2.3333333333333335,3.2145502536643185,7
gene-LOC111105970,-0.9999999999999999,0.2727272727272727,88.88888888888889,9,2.3333333333333335,5.244044240850758,21
gene-LOC111105945,1.2619047619047616,0.44587301587301587,75,8,3.5,4.6291004988627575,28
gene-LOC111105990,-0.10909090909090913,0.004311377245508994,72.72727272727273,11,4.818181818181818,5.510320894796996,53
gene-LOC111105963,0.7972027972027971,0.3694354426061744,75,12,3,4.729020655869074,36
gene-LOC111106933,-9.5,0.51704382698367235,100,4,14.25,17.05627939108253,57
gene-LOC111106716,-3.914285714285712,0.15118611301300877,100,6,17.5,18.833480825381166,105
gene-LOC111109569,NA,0,NA,1,118,NA,118
gene-LOC111106887,1.083333333333333,0.25148809523809523,66.66666666666666,9,7.666666666666667,5.916079783099616,69
gene-LOC111106074,-0.20238095238095183,0.006802721088435339,87.5,8,8.125,6.010407640085654,65
gene-LOC111110404,1.8166666666666662,0.010062845140088759,77.77777777777779,9,98,49.5958667632697,882
gene-LOC111108204,-0.5153958944281515,0.00602116643300195,59.375,32,35.4375,62.307736536148255,1134
gene-LOC111106501,NA,0,NA,1,349,NA,349
gene-LOC111108477,3.451048951048951,0.2945040981066631,58.333333333333336,12,39.583333333333336,22.928578171567835,475
gene-LOC111108479,-2.4880952380952377,0.143659618692425,87.5,8,14.375,16.079601096686805,115
gene-LOC111108478,2.033333333333334,0.20186256781193473,66.66666666666666,9,21.11111111111111,12.393994961718805,190
gene-LOC111106449,24.371428571428577,0.48747810027033406,100,6,50.166666666666664,65.30364971934316,301
gene-LOC111109325,150.99999999999997,1,NA,2,95.5,106.77312395916867,191
gene-LOC111106863,2.999999999999945,1.7478443253320406e-4,100,3,142,226.91848756767263,426
gene-LOC111106874,2.1087179487179486,0.040046496778478075,96.15384615384616,26,15.846153846153847,80.59612512159245,412
gene-LOC111109643,-44.31428571428572,0.5304267232999805,100,6,66.16666666666667,113.83218642662833,397
gene-LOC111106149,-68.50000000000001,0.8668483280990207,100,3,53,73.57309290766564,159
gene-LOC111106150,-4.515151515151515,0.10938364991083162,70,10,32.3,41.333467741716944,323
gene-LOC111109326,NA,0,NA,1,1069,NA,1069
gene-LOC111109327,28.00000000000006,1,NA,2,360,19.79898987322333,720
gene-LOC111109328,-1501.9999999999995,1,NA,2,859,1062.0743853421943,1718
gene-LOC111109329,3.1401849173675493e-16,NA,NA,2,1,0,2
gene-LOC111108376,26.6,0.4959764474975467,100,4,59.5,48.761323471237596,238
gene-LOC111106182,-11.299999999999997,0.25003916346831706,100,5,32.8,35.730938974507794,164
gene-LOC111106158,1.1824175824175829,0.20969036614167516,64.28571428571429,14,13.714285714285714,10.801912732535785,192
gene-LOC111109832,-3.3626373626373613,0.257978840643597,57.14285714285714,14,35.57142857142857,27.695360027141135,498
gene-LOC111109433,72.99999999999999,1,NA,2,42.5,51.61879502661797,85
gene-LOC111106486,-0.079120879120879,4.768141749201601e-4,78.57142857142857,14,20.714285714285715,15.15777825930442,290
gene-LOC111106487,-9.7,0.4197635511933972,100,4,18.75,19.328303943526272,75
gene-LOC111108485,3.0000000000000133,1,NA,2,58.5,2.1213203435596424,117
gene-LOC111108488,-3.5357142857142856,0.3507664777810919,75,8,7.875,14.623244705409457,63
gene-LOC111108486,-9.100000000000001,0.26494960806271006,100,4,56.75,22.82359889821644,227
gene-LOC111110660,11.299999999999999,0.25959583638285777,100,5,42.8,35.06707857806236,214
gene-LOC111106423,0.7818181818181815,0.05685790137250283,60,10,10.9,9.926955446885236,109
gene-LOC111110050,-18.999999999999993,1,NA,2,13.5,13.435028842544403,27
gene-Trnap-ugg-12,NA,0,NA,1,1,NA,1
gene-LOC111110049,-1.2571428571428607,0.010880071934359921,100,6,28,22.54772715818603,168
gene-LOC111107328,2.662023460410557,0.123926265026537,34.375,32,58.1875,70.93679035455757,1862
gene-LOC111109330,NA,0,NA,1,74,NA,74
gene-LOC111109331,1.3142857142857143,0.17240630092341122,100,6,9.666666666666666,5.921711464320654,58
gene-LOC111108243,6.745112781954885,0.14838332116697336,80,20,36.55,103.59306774205756,731
gene-LOC111109864,24.000000000000004,1,NA,2,33,16.97056274847714,66
gene-LOC111106428,-23.999999999999986,1,NA,2,62,16.97056274847714,124
gene-LOC111106427,39.00000000000001,1,NA,2,50.5,27.577164466275352,101
gene-LOC111110354,-13.99999999999999,1,NA,2,39,9.899494936611665,78
gene-LOC111105786,NA,0,NA,1,183,NA,183
gene-LOC111109332,NA,0,NA,1,140,NA,140
gene-LOC111109447,-0.3999999999999983,0.001949317738791407,100,5,11.2,14.324803663575986,56
gene-LOC111109446,11.5,0.9700488997555011,100,3,22.333333333333332,11.67618659209133,67
gene-LOC111109445,-1.754545454545455,0.3099434182060245,54.54545454545454,11,8.636363636363637,10.45248991650054,95
gene-LOC111106959,-2.0636363636363626,0.06260509306507263,90.9090909090909,11,13.636363636363637,27.354241818309376,150
gene-LOC111106960,87.99999999999999,1,NA,2,49,62.22539674441618,98
gene-LOC111106778,-1.5208791208791201,0.24524428966506182,71.42857142857143,14,7.857142857142857,12.84737113400812,110
gene-LOC111109971,-0.4166666666666665,0.17490671641791047,77.77777777777779,9,3.2222222222222223,2.7284509239574835,29
gene-LOC111106277,-2.5384615384615383,0.2547113071371291,76.92307692307693,13,6.230769230769231,19.588065440270196,81
gene-LOC111110071,2.552941176470588,0.209373137231744,81.25,16,15.375,26.562818625539975,246
gene-LOC111110072,31.300000000000004,0.9209776733254994,100,4,45.75,42.10601698886593,183
gene-LOC111106938,33.69999999999999,0.22887193377024312,100,5,110.4,111.37908241676261,552
gene-LOC111106937,73.50000000000006,0.2914411336294487,100,3,142.33333333333334,136.14820356263732,427
gene-LOC111110518,-31.596428571428547,0.15742315157959247,93.33333333333333,15,108.26666666666667,356.13830914139976,1624
gene-LOC111110519,-1324.9999999999995,1,NA,2,730.5,936.9164850721754,1461
gene-LOC111109898,-12.963636363636367,0.2700219631963755,90.9090909090909,11,30.181818181818183,82.74154722002505,332
gene-LOC111108749,-1.1411764705882352,0.29405709486185305,75,16,4.125,10.019148333732431,66
gene-LOC111107106,-1.536263736263735,0.16855255872678554,71.42857142857143,14,14.5,15.653704403062603,203
gene-LOC111107108,-3.049999999999997,0.09513560092420746,88.88888888888889,9,42.111111111111114,27.080640891808876,379
gene-LOC111109333,0.5333333333333289,5.930958254141556e-4,90,10,53.4,66.30434877643145,534
gene-LOC111107107,-9.000000000000002,0.3676191358310567,100,7,12.285714285714286,32.066151862019474,86
gene-LOC111108428,0.01654135338345862,6.944843023589484e-4,70,20,2,3.713418059444765,40
gene-LOC111108430,-3.927272727272726,0.3906054652616538,80,10,18.8,19.025129580519433,188
gene-LOC111108429,-169.3,0.4187107721007419,100,4,300.75,337.7724825973839,1203
gene-LOC111107243,-7.536443801682123e-15,1.931904257684114e-30,100,3,25.333333333333332,4.041451884327381,76
gene-LOC111109334,5.499999999999999,0.3268503511615343,100,4,24.75,12.419742348374221,99
gene-LOC111106914,-5.989285714285714,0.19144714843378435,93.33333333333333,15,17.866666666666667,61.21608876602232,268
gene-LOC111109335,0.5472527472527469,0.06003282386944037,85.71428571428571,14,5.071428571428571,9.343564512657778,71
gene-LOC111105872,0,NA,100,9,0,0,0
gene-LOC111106723,-0,NA,100,3,0,0,0
gene-LOC111106722,-11.714285714285717,0.3842505286016348,85.71428571428571,7,34.714285714285715,40.82366260603559,243
gene-LOC111109863,-3.3999999999999995,0.018895063746322324,100,4,53.5,31.93221988316294,214
gene-LOC111107843,-0.2944518716577539,0.16922193533458274,33.33333333333333,33,5.696969696969697,6.921365691126502,188
gene-LOC111110353,NA,0,NA,1,151,NA,151
gene-LOC111109876,-7.699999999999998,0.5343848580441641,100,4,8.75,13.59840676942217,35
gene-LOC111106266,21.000000000000004,0.9297259311314126,100,3,19.666666666666668,21.77919496522618,59
gene-LOC111106512,6.133333333333333,0.46889801948201837,88.88888888888889,9,35.77777777777778,24.529460745080485,322
gene-LOC111106513,28,1,NA,2,38,19.79898987322333,76
gene-LOC111110087,0.8571428571428581,0.012491325468424715,71.42857142857143,7,23.142857142857142,16.567322972532118,162
gene-LOC111110086,-0.279411764705882,0.028115264797507793,52.94117647058824,17,12.941176470588236,8.414797889991878,220
gene-LOC111109686,-0.7142857142857142,0.37593984962406024,85.71428571428571,7,3,2.516611478423583,21
gene-LOC111109337,18.99999999999999,1,NA,2,69.5,13.435028842544403,139
gene-LOC111107863,-1.3046398046398053,0.12642998335222055,66.66666666666666,27,15.925925925925926,29.122983160180347,430
gene-LOC111105860,NA,0,NA,1,256,NA,256
gene-LOC111110438,NA,0,NA,1,86,NA,86
gene-LOC111110437,-270.99999999999994,1,NA,2,136.5,191.6259377015544,273
gene-LOC111109340,NA,0,NA,1,83,NA,83
gene-LOC111106502,-95.99999999999999,0.9804046722410161,100,4,142.5,125.1678872554778,570
gene-LOC111109955,-13.999999999999998,0.22061661163757984,100,6,67.33333333333333,55.76259200097021,404
gene-LOC111109956,-12.499999999999995,0.03898128898128886,100,3,89.66666666666667,63.31139971074193,269
gene-LOC111109778,-173.99999999999997,1,NA,2,95,123.03657992645927,190
gene-LOC111106939,299.99999999999994,1,NA,2,155,212.13203435596427,310
gene-LOC111106421,24,0.8552592504602957,100,5,54.2,41.03291361821629,271
gene-LOC111105754,-4.065934065934063,0.47420452104996996,53.84615384615385,13,27.076923076923077,22.99442518837098,352
gene-LOC111110434,-88,0.7117429000336998,100,3,66.66666666666667,104.30883631473095,200
gene-LOC111109342,15.7,0.8887326482783486,100,4,17.75,21.5,71
gene-LOC111110572,-0.20845383759733022,0.019816290184109995,33.33333333333333,30,9.7,13.036156615749322,291
gene-LOC111109766,1.977941176470588,0.01960535156927345,76.47058823529412,17,54.8235294117647,71.33392889617609,932
gene-LOC111109767,-0.7833333333333328,0.09532508630609896,66.66666666666666,9,8.444444444444445,6.948221195225277,76
gene-LOC111109768,0.14999999999999913,7.242489270386256e-4,77.77777777777779,9,18.333333333333332,15.264337522473747,165
gene-LOC111109889,1.107142857142856,0.0998545303408145,100,7,6.571428571428571,7.5687326736854885,46
gene-LOC111110179,1.5714285714285716,0.2280136431303824,73.33333333333333,15,9.2,14.717336715588184,138
gene-LOC111108412,-1.7380952380952375,0.07673477616023724,87.5,8,16.25,15.369264319227701,130
gene-LOC111109999,-1.3999999999999961,0.0020050740649807343,100,5,53.6,49.43480555236361,268
gene-LOC111109998,10.6,0.5116575591985427,100,4,15,19.131126469708992,60
gene-LOC111109343,NA,0,NA,1,118,NA,118
gene-LOC111106089,6.500000000000003,0.5841013824884794,100,3,6.333333333333333,8.504900548115382,19
gene-LOC111106078,-0.20329670329670338,0.22635582010582025,92.3076923076923,13,0.5384615384615384,1.6641005886756874,7
gene-LOC111109344,NA,0,NA,1,65,NA,65
gene-LOC111106079,NA,0,NA,1,22,NA,22
gene-LOC111106081,-10.500000000000005,0.8207196029776674,100,3,7.666666666666667,11.590225767142474,23
gene-LOC111106087,-14.500000000000007,0.5770814272644096,100,3,24.333333333333332,19.087517736293876,73
gene-LOC111106084,26.000000000000004,0.29871851524524934,100,3,70,47.57099956906519,210
gene-LOC111106083,1.7857142857142856,0.18780048076923064,71.42857142857143,7,11.285714285714286,8.90157824422699,79
gene-LOC111106080,-0.11428571428571746,5.50067612477347e-5,83.33333333333334,6,44.666666666666664,28.828226908130627,268
gene-LOC111106085,0.2,0.06666666666666664,100,4,0.5,1,2
gene-LOC111106086,-25.099999999999998,0.6383403414560009,100,4,29.25,40.55757224818402,117
gene-LOC111106088,-56.50000000000006,0.5964221211932493,100,3,104.33333333333333,73.1596427911819,313
gene-LOC111109792,-4.499999999999999,0.6000000000000001,100,4,3.75,7.5,15
gene-LOC111109794,-26.500000000000004,0.778260066494274,100,3,18.333333333333332,30.03886371574886,55
gene-LOC111105837,-14.000000000000005,0.7499999999999997,100,3,9.333333333333334,16.165807537309522,28
gene-LOC111107129,1.5000000000000004,0.5192307692307695,100,3,1.6666666666666667,2.0816659994661326,5
gene-LOC111106835,-12.200000000000001,0.47461734693877583,100,5,14,28,70
gene-LOC111108490,-18.821428571428573,0.43036340758922514,100,7,40.57142857142857,61.978106733633886,284
gene-LOC111105797,-40.000000000000014,0.441014332965821,100,3,55,60.23288138550239,165
gene-LOC111109997,NA,0,NA,1,264,NA,264
gene-LOC111107322,0.3131868131868127,0.009494003787081848,61.53846153846154,13,36.76923076923077,12.517679804672577,478
gene-LOC111107323,-15.000000000000009,0.9768451519536904,100,3,18.333333333333332,15.17673658377628,55
gene-LOC111107325,-0.5472527472527474,0.11079818079469615,64.28571428571429,14,8.928571428571429,6.877659325831559,125
gene-LOC111107324,-4.079120879120881,0.03048974802120091,92.85714285714286,14,43,97.72567570658026,602
gene-LOC111108534,-1.1870129870129875,0.07207878488771394,71.42857142857143,21,14,27.433556094680835,294
gene-LOC111107443,0.5104247104247106,0.04599830240682386,52.77777777777778,36,16.61111111111111,25.07392245544337,598
gene-LOC111108364,-5.000000000000002,0.14626725953662553,100,5,27.4,20.67123605399542,137
gene-LOC111107135,0.164878599661208,5.374671811182691e-4,81.81818181818183,22,29.272727272727273,46.18202270125488,644
gene-LOC111106093,-1.2833333333333325,0.02737640829895956,66.66666666666666,9,26.77777777777778,21.241338103905896,241
gene-LOC111106529,105.99999999999999,1,NA,2,70,74.95331880577403,140
gene-LOC111106181,21.000000000000007,0.9814540059347181,100,3,19.333333333333332,21.197484127446195,58
gene-LOC111110326,-3.4571428571428573,0.16668121359315397,100,6,20.833333333333332,15.841927492154062,125
gene-LOC111106724,0.05454545454545452,0.19999999999999993,81.81818181818183,11,0.18181818181818182,0.40451991747794525,2
gene-LOC111110281,NA,0,NA,1,202,NA,202
gene-LOC111110243,-4.0999999999999925,0.03324236671412737,100,5,25.2,35.55559027776082,126
gene-LOC111109345,NA,0,NA,1,11,NA,11
gene-LOC111110343,29.00000000000002,0.42021985343104623,100,3,39.333333333333336,44.73626418615365,118
gene-LOC111109728,0.6428571428571431,0.03219395866454687,85.71428571428571,7,11.714285714285714,7.739816658342877,82
gene-LOC111107864,-0,NA,100,3,0,0,0
gene-LOC111106137,10.000000000000004,0.859598853868195,100,3,18.666666666666668,10.785793124908958,56
gene-LOC111106136,-0.024999999999999706,1.1962267590229515e-4,60,15,7.933333333333334,10.222291235101752,119
gene-LOC111106135,-0.5670329670329675,0.1674397544901143,71.42857142857143,14,5.285714285714286,5.79692984297685,74
gene-LOC111106585,-2.7666666666666684,0.012638743647604898,88.88888888888889,9,47.666666666666664,67.39621651101788,429
gene-LOC111106586,-36.00000000000004,0.4641279694401331,100,3,128.66666666666666,52.84253337353664,386
gene-LOC111107767,0.23255813953488372,0.019466721237838935,54.54545454545454,44,7.909090909090909,21.41051489319076,348
gene-LOC111107768,30.499999999999993,0.5183750801036471,100,4,54.75,54.68927378075765,219
gene-LOC111105783,-21.2,0.2530345681792592,100,4,62.5,54.40894534296115,250
gene-LOC111109480,-12.899999999999999,0.8398183194549584,100,4,14.75,18.172781845386247,59
gene-LOC111109346,6.999999999999994,0.04634300126103398,100,3,27.333333333333332,32.516662395352526,82
gene-LOC111110210,-26.99999999999999,1,NA,2,65.5,19.091883092036785,131
gene-LOC111109824,-28.999999999999975,1,NA,2,43.5,20.506096654409877,87
gene-LOC111110502,5.928571428571428,0.5481381285805219,85.71428571428571,7,31.285714285714285,17.29849979732622,219
gene-LOC111110500,-0.3333333333333336,0.04068989792326646,41.17647058823529,17,8.411764705882353,8.34460022656427,143
gene-LOC111108347,13.571428571428571,0.49669785360484303,100,7,24.142857142857142,41.598992661796395,169
gene-LOC111107757,-0.5134310134310133,0.020166050919833863,51.85185185185185,27,31,28.697359835679336,837
gene-LOC111109347,NA,0,NA,1,180,NA,180
gene-LOC111107840,-96.99999999999997,1,NA,2,48.5,68.58935777509511,97
gene-LOC111109348,1457,1,NA,2,775.5,1030.2545801887998,1551
gene-LOC111107841,-130.00000000000003,0.6396588486140723,100,3,112.66666666666667,162.54332755709578,338
gene-LOC111107842,NA,0,NA,1,277,NA,277
gene-LOC111110223,-71.2,0.43437698147481724,100,4,133.5,139.4668419374297,534
gene-LOC111109351,NA,0,NA,1,326,NA,326
gene-LOC111106940,-89.7,0.5533096085409254,100,4,87.75,155.67996017471228,351
gene-LOC111109353,NA,0,NA,1,287,NA,287
gene-LOC111108208,-300.9999999999999,1,NA,2,166.5,212.83914113715082,333
gene-LOC111109354,-16.800000000000004,0.0026579424677504212,100,4,654.5,420.6887210277927,2618
gene-LOC111108209,-51.899999999999984,0.8350337130899792,100,4,61.75,73.32291592674149,247
gene-LOC111108700,-14.599999999999998,0.19165043306260673,66.66666666666666,9,90,91.33318126508021,810
gene-LOC111105749,124.00000000000004,0.6869089988533648,100,3,103.66666666666667,149.61394765640446,311
gene-LOC111106003,232,1,NA,2,289,164.04877323527901,578
gene-LOC111105827,-21.50000000000001,0.9912437455325231,100,3,24.333333333333332,21.594752448994022,73
gene-LOC111106868,39.500000000000014,0.74050783103939255,100,3,28,45.902069670114,84
gene-LOC111109518,0.7023809523809526,0.05601956903072148,75,8,8.375,7.26906360642729,67
gene-LOC111110365,-106.50000000000006,0.7429583615362779,100,3,75.33333333333333,123.5570043879882,226
gene-LOC111109355,1.8999999999999995,0.331801470588235,100,5,5.8,5.215361924162119,29
gene-LOC111106128,13.399999999999999,0.7289704449496589,100,5,18.4,24.815317850069942,92
gene-LOC111110088,-0.07943548387096766,0.006770208222848685,38.70967741935484,31,12.774193548387096,8.777659815005192,396
gene-LOC111109860,7.137254901960783,0.15857932571830377,76.47058823529412,17,65.11764705882354,90.50613401376532,1107
gene-LOC111109861,-5.0595238095238075,0.4980134604939188,87.5,8,22.125,17.56162618568435,177
gene-LOC111109862,7.928571428571428,0.4266668205743836,75,8,25,29.732137494637012,200
gene-LOC111106457,-0.2170731707317073,0.00912746882994169,36.58536585365854,41,26.317073170731707,27.218044588462124,1079
gene-LOC111106455,1.0608875128998967,0.051241079546806345,61.111111111111114,18,23.88888888888889,25.019730776021056,430
gene-LOC111106458,2.1904761904761902,0.17969131477825198,75,8,18.25,12.65757819309388,146
gene-LOC111109356,-17.099999999999994,0.3541144414168938,100,4,33.75,37.097843603099086,135
gene-LOC111106459,12.599999999999998,0.41270666528023303,100,5,37.8,31.01128826733904,189
gene-LOC111109357,-0,NA,100,3,0,0,0
gene-LOC111108757,-1.4090145148968694,0.08728712998596519,97.05882352941177,34,8.235294117647058,47.492301655926724,280
gene-LOC111109358,0.5000000000000001,0.75,100,3,0.3333333333333333,0.5773502691896257,1
gene-LOC111109853,-8.999999999999998,1,NA,2,4.5,6.363961030678928,9
gene-LOC111109737,-88.99999999999996,1,NA,2,48.5,62.932503525602726,97
gene-LOC111110380,-39.000000000000014,0.8352553542009882,100,3,31,42.67317658670374,93
gene-LOC111108123,17.9,0.5998502293363287,100,4,15.25,29.837057495671385,61
gene-LOC111108121,0.047368421052631796,1.403018510606369e-4,84.21052631578947,19,10.263157894736842,22.503930780750178,195
gene-LOC111107002,13.607142857142863,0.1773664995161432,85.71428571428571,7,52.285714285714285,69.7966433904341,366
gene-LOC111107003,7.499999999999953,0.030290791599353887,100,3,122,43.09292285283048,366
gene-LOC111110115,-17.500000000000007,0.7285884218873906,100,3,14.333333333333334,20.502032419575706,43
gene-LOC111106595,-19.500000000000004,0.8795296838858903,100,3,17.333333333333332,20.79262689833426,52
gene-LOC111106069,-0.5000000000000001,0.05769230769230765,100,3,2.3333333333333335,2.0816659994661326,7
gene-LOC111106285,-7.5000000000000036,0.20604395604395578,100,3,17,16.522711641858304,51
gene-LOC111109660,-0.892857142857141,0.06018875192604002,71.42857142857143,7,11.857142857142858,7.861903319777204,83
gene-LOC111106270,-1.7142857142857144,0.01880157376135925,100,6,28.666666666666668,23.389456314046008,172
gene-LOC111109504,0.2,0.06666666666666664,100,4,0.5,1,2
gene-LOC111106853,-55.50000000000003,0.9390051824001624,100,3,63.333333333333336,57.27419430540541,190
