id,feature,fc,pval,qval,chr,strand,start,end,t_name,num_exons,length,gene_id,gene_name,cov.S12M,FPKM.S12M,cov.S13M,FPKM.S13M,cov.S16F,FPKM.S16F,cov.S19F,FPKM.S19F,cov.S22F,FPKM.S22F,cov.S23M,FPKM.S23M,cov.S29F,FPKM.S29F,cov.S31M,FPKM.S31M,cov.S35F,FPKM.S35F,cov.S36F,FPKM.S36F,cov.S39F,FPKM.S39F,cov.S3F,FPKM.S3F,cov.S41F,FPKM.S41F,cov.S44F,FPKM.S44F,cov.S48M,FPKM.S48M,cov.S50F,FPKM.S50F,cov.S52F,FPKM.S52F,cov.S53F,FPKM.S53F,cov.S54F,FPKM.S54F,cov.S59M,FPKM.S59M,cov.S64M,FPKM.S64M,cov.S6M,FPKM.S6M,cov.S76F,FPKM.S76F,cov.S77F,FPKM.S77F,cov.S7M,FPKM.S7M,cov.S9M,FPKM.S9M
51204,transcript,163.2947,3.061551e-12,5.570152e-09,NC_035787.1,-,12582268,12589465,rna-XM_022443043.1,9,3516,gene-LOC111107718,LOC111107718,15.54025,13.75275,8.136631,9.898994,0.208692,0.063305,2.830347,0.816864,1.919902,0.481563,14.77275,12.6697,1.215732,0.49745,5.187251,7.829463,0.613908,0.220577,0.314291,0.110454,0.186576,0.053647,0.320012,0.1029,1.053707,0.378105,0.392634,0.124281,11.46434,6.151942,0.064846,0.022523,1.053411,0.404742,0.865609,0.280331,0.528092,0.190894,271.1967,149.7061,130.5403,93.80864,12.96152,9.998088,0.89996,0.242945,0.272327,0.065047,18.81698,18.72581,11.54152,9.867831
51205,transcript,0.1804643,0.003311869,0.04917815,NC_035787.1,-,12591806,12628220,rna-XM_022441644.1,34,9727,gene-LOC111106819,LOC111106819,7.425285,6.571199,6.671374,8.116368,9.165905,2.780401,113.5033,32.75809,39.69492,9.956558,8.796423,7.544164,38.44389,15.73037,3.677801,5.55115,65.8876,23.67336,99.63405,35.01534,48.91511,14.06485,36.59693,11.76781,55.15586,19.79175,41.11252,13.01344,9.713132,5.212216,78.33867,27.20905,41.51144,15.94953,34.98746,11.33082,42.35635,15.3109,2.838337,1.56682,4.367431,3.138516,8.147932,6.285047,141.3435,38.15581,133.0851,31.78817,7.324763,7.289275,5.65007,4.830726
51268,transcript,7.221252,9.301035e-05,0.003266483,NC_035787.1,-,13148579,13158933,rna-XM_022446239.1,8,3884,gene-LOC111109961,LOC111109961,3.511939,3.107982,2.503713,3.046008,12.05059,3.655446,30.01441,8.662436,36.9646,9.271718,5.838497,5.007328,26.237,10.73558,3.091349,4.665979,19.43255,6.982096,10.2509,3.602571,14.74562,4.239896,22.01326,7.078402,16.06218,5.763641,18.6398,5.9001,9.328403,5.005764,17.09458,5.93739,15.0887,5.797382,17.20746,5.572699,19.125,6.913271,128.4744,70.92048,15.95391,11.46478,3.131454,2.415501,13.32518,3.597145,24.30742,5.80597,3.734948,3.716852,7.192967,6.14988
51304,transcript,53.21275,9.049775e-05,0.003197099,NC_035787.1,+,13487267,13516521,rna-XM_022443974.1,22,6811,gene-LOC111108228,LOC111108228,8.6095,7.619201,0,0,2.257161,0.684691,6.476943,1.869305,4.553843,1.142227,0,0,3.178611,1.300616,0,0,0,0,2.217198,0.779211,2.14195,0.615888,0,0,5.165541,1.853567,2.476863,0.784007,0,0,0,0,3.748276,1.440163,0,0,6.863809,2.481117,84.67355,46.74152,81.48661,58.55778,0,0,8.097165,2.185838,6.071162,1.450133,8.014869,7.976037,0,0
51339,transcript,0.2976401,0.001018128,0.02078073,NC_035787.1,+,13922612,14191648,rna-XM_022440528.1,24,5438,gene-LOC111106022,LOC111106022,16.26616,14.39516,6.258337,7.613869,250.6221,76.02411,135.4986,39.10615,120.12,30.12934,7.725568,6.625756,132.0581,54.03518,6.615355,9.984995,86.44069,31.05806,89.64665,31.50537,125.1176,35.97581,118.7648,38.18902,137.9828,49.51281,112.923,35.74379,14.68825,7.881941,123.0855,42.75078,174.5123,67.05113,83.20793,26.9472,87.70735,31.7043,34.0907,18.81876,12.44447,8.942828,8.949904,6.903661,90.25249,24.36375,127.5145,30.45758,7.253653,7.218509,11.17221,9.55207
51372,transcript,0.3863254,0.002282089,0.03767892,NC_035787.1,-,14270486,14285016,rna-XM_022445579.1,23,2531,gene-LOC111109462,LOC111109462,7.757156,6.864897,5.975973,7.270346,25.95002,7.87172,42.92473,12.38847,65.8315,16.51232,5.73631,4.919689,16.36309,6.695407,3.490006,5.267698,57.95238,20.82224,72.72157,25.55723,62.34926,17.92765,43.62623,14.02809,45.35262,16.27402,36.88707,11.67595,11.26831,6.046747,45.52391,15.81163,31.62841,12.15227,34.0164,11.01634,33.85698,12.23856,6.709601,3.703836,6.442467,4.629676,9.087395,7.009717,40.4117,10.90918,51.52628,12.30736,6.163298,6.133437,5.941224,5.079658
51397,transcript,2.257215,1.511419e-05,0.0008041828,NC_035787.1,-,14531677,14539175,rna-XM_022446515.1,2,1963,gene-LOC111110141,LOC111110141,17.32976,15.33643,7.232523,8.79906,0.605706,0.183736,0.649516,0.187456,0.756495,0.189749,16.75058,14.36597,3.38814,1.38635,7.857806,11.86031,0.280535,0.100796,0.323994,0.113864,0.322652,0.092774,0.231788,0.074532,1.146589,0.411434,1.294588,0.409779,20.8779,11.2034,0.503501,0.174879,1.504711,0.57814,0.26541,0.085954,1.590932,0.575087,5.151411,2.843683,7.567172,5.437909,12.83374,9.899522,1.191333,0.321602,0.295466,0.070574,12.85092,12.78866,12.14201,10.38124
51430,transcript,5.627912,0.0006454375,0.01475791,NC_035787.1,-,14821638,14840101,rna-XM_022446329.1,24,5167,gene-LOC111110021,LOC111110021,11.96324,10.58718,4.245736,5.165346,0.716083,0.217218,6.25553,1.805404,3.975303,0.997113,14.31936,12.28086,2.72768,1.116105,4.978907,7.514996,2.808997,1.00927,3.165478,1.112474,3.462234,0.995517,6.238493,2.005998,3.967487,1.423666,2.510582,0.79468,9.351313,5.018058,3.171054,1.101389,4.333638,1.665071,2.531579,0.819861,5.085594,1.838331,10.27704,5.673134,47.21317,33.92826,8.364406,6.452028,0.1259,0.033987,0,0,10.63903,10.58748,6.724034,5.748949
51432,transcript,3.776096,2.990897e-05,0.001326322,NC_035787.1,-,14821639,14840129,rna-XM_022446332.1,23,5127,gene-LOC111110021,LOC111110021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229791,0.08829,0,0,0.188324,0.068075,9.136797,5.043697,0,0,0,0,1.233323,0.332937,2.12053,0.506501,0,0,0,0
51433,transcript,36.3488,1.859147e-07,2.110405e-05,NC_035787.1,-,14821639,14840129,rna-XM_022446333.1,22,5082,gene-LOC111110021,LOC111110021,1.539272,1.362219,0,0,0.087613,0.026577,0,0,0.832386,0.208785,0,0,0.794193,0.324966,0,0,0,0,0.590274,0.207446,0.821858,0.236314,0,0,0.196188,0.070399,0.484816,0.15346,0,0,0,0,0.983169,0.377753,0,0,1.756442,0.634915,70.77216,39.06767,10.82684,7.780368,0,0,6.995659,1.888485,9.529321,2.276135,2.090709,2.08058,0,0
51474,transcript,6.712988,0.0001090903,0.003703504,NC_035787.1,-,15247296,15253957,rna-XM_022446845.1,9,1781,gene-LOC111110369,LOC111110369,6.231357,5.514601,10.61354,12.91239,1.598259,0.484818,1.544357,0.445716,6.514318,1.633967,5.645369,4.841694,0.520389,0.212931,2.256178,3.4054,1.260247,0.452806,3.852049,1.353762,4.021337,1.156279,0.620719,0.199593,4.419616,1.585905,12.74521,4.03427,4.160387,2.232528,2.325941,0.80786,0.794778,0.30537,2.180442,0.706144,2.843908,1.028011,19.00758,10.49257,9.465188,6.801859,4.789164,3.694204,4.866367,1.313681,2.585345,0.617525,4.474373,4.452695,13.20167,11.28723
51475,transcript,6.029984,0.0003810218,0.009891465,NC_035787.1,+,15257615,15267767,rna-XM_022445800.1,8,3900,gene-LOC111109608,LOC111109608,4.975967,4.403611,2.987076,3.634065,17.33756,5.259205,30.61667,8.836253,40.36192,10.12386,2.909988,2.495722,21.02538,8.603111,3.104643,4.686044,15.01731,5.395705,13.22,4.64603,20.00205,5.751307,37.67757,12.11529,13.69961,4.915876,18.70051,5.919316,3.314973,1.778865,18.81201,6.533898,19.99346,7.681891,30.19737,9.779532,11.67756,4.221185,113.6352,62.72892,11.88393,8.540012,4.898461,3.778512,13.02526,3.516181,17.7782,4.246429,3.837582,3.818989,2.435229,2.082085
51486,transcript,2.201848,0.0001148345,0.003853191,NC_035787.1,+,15482293,15492277,rna-XM_022442854.1,8,4527,gene-LOC111107586,LOC111107586,0,0,0,0,0,0,0.718745,0.207436,0,0,0,0,0.016964,0.006941,0.054904,0.08287,0,0,0.731943,0.257234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.511625,1.938488,0,0,0,0,0,0,0,0,0.458655,0.456433,0,0
51525,transcript,0.1271621,0.00295442,0.04524422,NC_035787.1,+,15887663,15899960,rna-XM_022444659.1,12,3298,gene-LOC111108649,LOC111108649,1.662062,1.470885,0.720619,0.876702,126.5144,38.37708,14.50074,4.185046,39.25676,9.846654,2.885317,2.474563,38.51009,15.75745,6.78378,10.23921,21.34896,7.670662,24.87812,8.743154,27.5335,7.91687,37.442,12.03954,35.67121,12.80001,73.16386,23.15873,7.429489,3.986778,29.2121,10.14612,90.03863,34.59466,41.55743,13.45853,36.09024,13.04584,2.004963,1.10678,8.792537,6.318479,2.638023,2.034884,8.145432,2.198867,26.29007,6.279539,1.435628,1.428672,1.619969,1.385049
51615,transcript,2.207856,0.0002553321,0.00722145,NC_035787.1,-,16569524,16573304,rna-XM_022446581.1,6,1871,gene-LOC111110189,LOC111110189,12.84041,11.36346,9.410187,11.4484,0,0,0.206965,0.059732,0.326589,0.081917,7.625293,6.539756,0.838431,0.343067,4.49961,6.791561,0,0,0.472615,0.166096,0,0,0.905414,0.291137,0.796165,0.28569,0.780041,0.246908,14.98863,8.043128,0.824299,0.2863,0.560603,0.215395,0.145315,0.047061,0.725523,0.262261,2.766493,1.52716,6.470426,4.649767,15.74536,12.14545,0.158739,0.042852,0,0,8.931065,8.887795,11.66233,9.971118
51618,transcript,0.09335932,0.0006880818,0.01548196,NC_035787.1,-,16579682,16621564,rna-XM_022444819.1,6,3357,gene-LOC111108759,LOC111108759,9.976594,8.829046,8.823358,10.73446,17.29341,5.245813,208.3262,60.12485,117.2831,29.41778,8.197269,7.030305,33.78269,13.82311,3.63973,5.493687,113.0503,40.61889,100.8424,35.44001,255.353,73.42315,139.5542,44.8739,63.91555,22.93502,68.27078,21.60991,15.75474,8.454236,102.3546,35.55042,40.47289,15.5505,99.1914,32.12351,111.8847,40.44389,1.151511,0.635657,3.325531,2.389788,11.13405,8.588437,130.1071,35.12254,187.8683,44.87346,11.73237,11.67553,9.776844,8.359056
51641,transcript,5.214408,0.0001251966,0.004122737,NC_035787.1,-,16851017,16866431,rna-XM_022444120.1,2,2279,gene-LOC111108322,LOC111108322,0.410419,0.363211,0.595011,0.723888,0,0,1.281373,0.369816,0,0,0.433161,0.371496,1.54893,0.633787,0.555854,0.838987,0,0,0,0,0,0,1.566682,0.503769,0,0,0,0,1.557394,0.835722,0,0,0,0,0,0,0,0,18.47257,10.19723,0.191975,0.137957,1.151831,0.888485,0.160942,0.043446,0,0,0.202374,0.201394,0.823638,0.704198
51687,transcript,2.794612,0.0002486739,0.007097012,NC_035787.1,+,17236418,17240821,rna-XM_022440720.1,5,2376,gene-LOC111106166,LOC111106166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.578341,0.871276,3.302697,2.373379,1.851873,1.428474,0,0,0,0,0,0,0,0
51688,transcript,0.4336464,0.002582886,0.04127199,NC_035787.1,+,17236422,17240821,rna-XM_022440719.1,5,2419,gene-LOC111106166,LOC111106166,7.351842,6.506204,2.862053,3.481963,0.699891,0.212306,0,0,0.220511,0.05531,7.790506,6.681449,1.190988,0.487325,2.752584,4.154658,0,0,0.263745,0.09269,0.051584,0.014832,2.056015,0.661115,1.330071,0.477274,1.051052,0.332692,8.117138,4.355781,0,0,2.058298,0.79084,0,0,1.072791,0.387791,0,0,0,0,2.716947,2.095764,0.214544,0.057916,0.133526,0.031893,7.218199,7.183227,4.020952,3.437854
51698,transcript,6.150169,1.123877e-09,3.242806e-07,NC_035787.1,-,17358448,17364297,rna-XM_022444587.1,4,862,gene-LOC111108604,LOC111108604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.867362,3.790923,4.0121,2.883169,0,0,0,0,0,0,0,0,0,0
51709,transcript,56.08197,8.563732e-05,0.003062105,NC_035787.1,+,17434029,17440886,rna-XM_022444919.1,10,2871,gene-LOC111108833,LOC111108833,8.397669,7.431736,3.641361,4.430066,0,0,0,0,1.439295,0.361014,10.18135,8.731932,1.110541,0.454408,3.466756,5.232605,0.166863,0.059954,9.840908,3.458484,0,0,0.166899,0.053667,0.487807,0.175041,0.378037,0.119661,11.14195,5.978943,0.095465,0.033157,0.722508,0.277602,0.088471,0.028652,97.095,35.09773,132.4392,73.10914,77.38575,55.61083,8.159288,6.293806,1.121865,0.302849,0.136626,0.032634,12.44932,12.38901,6.657053,5.691681
51714,transcript,0.4563876,0.003297109,0.04901363,NC_035787.1,-,17476689,17486996,rna-XM_022444776.1,8,6436,gene-LOC111108727,LOC111108727,8.302173,7.347224,6.698305,8.149132,5.961077,1.808243,1.87904,0.542308,7.74161,1.941805,9.767272,8.376803,6.410037,2.622842,4.849653,7.319904,3.825125,1.374364,3.92068,1.377882,2.480655,0.713277,5.261542,1.691858,5.376398,1.92923,12.89908,4.082977,19.8722,10.66373,5.771131,2.004464,7.582331,2.913284,9.348198,3.027449,6.003652,2.170189,2.406557,1.328468,2.184472,1.569802,10.2885,7.936213,2.285747,0.61704,2.796572,0.667978,9.569803,9.523438,9.309673,7.959632
51715,transcript,0.2812679,0.0004135753,0.01053974,NC_035787.1,-,17488302,17491124,rna-XM_022444791.1,5,643,gene-LOC111108737,LOC111108737,2.340603,2.071378,2.028867,2.468312,107.9518,32.74627,185.986,53.67727,379.3359,95.14767,6.688825,5.736603,85.44635,34.96271,2.008358,3.031348,210.577,75.66013,110.1563,38.71328,152.1213,43.74034,142.93,45.95939,131.3875,47.14619,198.0809,62.69899,7.537187,4.04457,188.542,65.48552,84.54822,32.48513,195.9168,63.44839,117.9565,42.63869,13.28771,7.335088,15.5591,11.18106,3.179352,2.452448,149.3004,40.3038,184.2613,44.01189,6.062208,6.032837,3.341881,2.857259
51735,transcript,0.3570165,0.0009422758,0.01958032,NC_035787.1,-,17620236,17633787,rna-XM_022444663.1,12,2780,gene-LOC111108651,LOC111108651,5.369856,4.752194,2.822073,3.433323,43.99356,13.34508,32.33195,9.331299,49.52908,12.42323,5.126165,4.396404,19.1893,7.851826,3.20025,4.83035,29.34362,10.54313,34.6375,12.17299,28.04258,8.063248,39.21921,12.61101,27.08213,9.717967,37.12557,11.75144,3.982022,2.136814,35.40429,12.29683,40.18396,15.43949,44.65837,14.46278,15.76915,5.700206,7.430949,4.102035,4.176618,3.001395,4.08163,3.148435,19.92617,5.37909,26.10794,6.236037,4.641547,4.619059,4.519367,3.863992
51770,transcript,1.765858,0.0005156623,0.01256505,NC_035787.1,+,17986572,17988629,rna-XM_022444510.1,2,1411,gene-LOC111108539,LOC111108539,12.96243,11.47144,9.635011,11.72192,0,0,0.364281,0.105135,0.805103,0.201942,16.27305,13.95642,1.440243,0.589315,7.531082,11.36716,0,0,0.309001,0.108595,1.345585,0.386904,0,0,0.850197,0.305079,0.985131,0.311826,19.24435,10.32681,0.301914,0.104863,1.902197,0.730862,0.356485,0.115449,0.979447,0.354049,2.970224,1.639624,6.263495,4.501063,15.06636,11.62169,0.936642,0.252847,0,0,12.88231,12.8199,19.11694,16.3447
51812,transcript,2.092576,0.002577792,0.041207,NC_035787.1,-,18405029,18408373,rna-XM_022444706.1,2,2011,gene-LOC111108671,LOC111108671,0.512796,0.453812,0.327895,0.398916,0.675717,0.204973,0,0,0.211885,0.053146,0.91641,0.78595,0.02909,0.011903,0.311039,0.469472,0.459915,0.165247,0.067628,0.023767,0.181502,0.052188,0,0,0,0,0.737867,0.233559,1.00359,0.538542,0,0,0.827413,0.317909,0.26902,0.087123,0.178071,0.064369,4.6076,2.543489,0.230545,0.165674,1.0016,0.772601,0.182231,0.049193,0.206862,0.04941,0.808873,0.804954,2.128999,1.820262
51820,transcript,1.562774,2.050508e-05,0.0009732185,NC_035787.1,+,18470931,18472048,gene-LOC111107417,4,481,gene-LOC111107417,LOC111107417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.501199,0.828692,0,0,0,0,0,0,0,0,0,0,0,0
51821,transcript,1.220021,2.050508e-05,0.0009732185,NC_035787.1,-,18473077,18478802,rna-XM_022444702.1,3,2528,gene-LOC111108670,LOC111108670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558811,0.308475,0,0,0,0,0,0,0,0,0,0,0,0
51834,transcript,0.2807261,0.001288544,0.02465588,NC_035787.1,-,18566398,18576432,rna-XM_022447032.1,2,2338,gene-LOC111110506,LOC111110506,4.940906,4.372583,3.030681,3.687115,12.27859,3.724606,2.052609,0.592402,1.574209,0.394854,5.888366,5.050098,13.29205,5.438807,3.450801,5.208523,1.642002,0.58997,1.766039,0.620656,2.634731,0.75758,2.74886,0.883901,4.30432,1.544533,5.274166,1.669444,8.678714,4.657131,2.721129,0.945119,20.76835,7.97962,4.108426,1.330529,1.615269,0.583885,0.431565,0.238233,3.193632,2.295003,4.653929,3.589888,1.640291,0.442798,2.028229,0.484454,3.647568,3.629896,3.784859,3.235998
51835,transcript,3.653063,0.0002396329,0.006914307,NC_035787.1,-,18566398,18580866,rna-XM_022447033.1,2,2188,gene-LOC111110506,LOC111110506,0,0,0,0,0,0,0,0,0,0,0,0,1.023771,0.418904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222127,0.119197,0,0,0.373975,0.143689,0,0,0,0,10.62408,5.864711,0,0,0,0,0,0,0,0,0,0,0,0
51893,transcript,5.534917,0.0002510517,0.007139835,NC_035787.1,-,19033393,19039823,rna-XM_022443235.1,10,1491,gene-LOC111107848,LOC111107848,1.431161,1.266543,2.144911,2.609491,2.235748,0.678195,10.16676,2.934219,13.74531,3.447693,1.687845,1.447563,6.543092,2.677285,0.957093,1.444604,7.128773,2.561362,25.32696,8.900895,18.76207,5.39477,11.56321,3.718171,10.7334,3.851499,4.853454,1.536275,3.594363,1.92879,9.484742,3.294297,7.167505,2.7539,7.674883,2.485539,10.84021,3.918499,40.86804,22.55999,8.284708,5.953544,3.299313,2.544981,7.377431,1.991545,9.033869,2.157793,3.688077,3.670208,2.91454,2.491888
51895,transcript,71.01873,0.0004698572,0.01168364,NC_035787.1,+,19040253,19047598,rna-XM_022443232.1,13,3091,gene-LOC111107845,LOC111107845,5.847973,5.175316,0,0,0,0,0,0,1.675834,0.420344,11.58204,9.933221,0,0,2.185712,3.299041,0,0,6.263558,2.201262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.72013,29.54005,120.6308,66.59062,74.22357,53.33843,0,0,0,0,0,0,12.13233,12.07355,6.514482,5.569785
51931,transcript,3.050748,6.071443e-05,0.002341975,NC_035787.1,-,19352161,19354880,rna-XM_022442206.1,4,1204,gene-LOC111107167,LOC111107167,0,0,0,0,0,0,0.060202,0.017375,0,0,0,0,0,0,0,0,0,0,0.06955,0.024443,0,0,0,0,0,0,0,0,0.755828,0.405589,0,0,0,0,0,0,0,0,6.658621,3.675694,0,0,0.371094,0.28625,0,0,0,0,0,0,0.304041,0.259951
51947,transcript,0.2026937,0.001147336,0.02262819,NC_035787.1,+,19487672,19495612,rna-XM_022442178.1,3,4848,gene-LOC111107154,LOC111107154,1.759012,1.556683,0.622604,0.757458,42.31598,12.8362,22.11699,6.383166,17.98735,4.511714,0.148277,0.127168,29.23676,11.96302,1.754525,2.648221,22.11595,7.946242,24.10609,8.47183,14.68225,4.221673,22.69568,7.297836,34.08437,12.2306,35.68969,11.29694,0.248633,0.13342,16.21714,5.632635,15.40257,5.917978,35.58922,11.5257,17.60008,6.362043,2.285392,1.261583,1.322986,0.950722,1.214537,0.936854,10.87849,2.936659,11.95346,2.855156,0.226606,0.225508,2.433259,2.0804
51958,transcript,45.70978,8.047607e-11,3.933598e-08,NC_035787.1,-,19539739,19542396,rna-XM_022444943.1,3,854,gene-LOC111108860,LOC111108860,9.175644,8.120225,7.216043,8.77901,0,0,0,0,0.252927,0.063441,6.251171,5.361254,1.114754,0.456132,4.338033,6.547682,0,0,0.656909,0.230864,0,0,0,0,2.135289,0.766212,0.529101,0.167478,9.319672,5.001079,0,0,0.840749,0.323033,0,0,1.11883,0.404433,101.4801,56.01907,38.38583,27.58476,9.95082,7.675735,0.19691,0.053156,0,0,8.427986,8.387153,17.04636,14.57438
51982,transcript,2.177601,0.002154862,0.03622667,NC_035787.1,-,19738599,19743072,rna-XM_022441028.1,4,1564,gene-LOC111106376,LOC111106376,6.825398,6.040313,10.55196,12.83747,0,0,0.335038,0.096695,0,0,8.088602,6.937108,1.225613,0.501493,4.888347,7.378307,0,0,0,0,0,0,0.58386,0.187741,2.186701,0.784661,0.437689,0.138543,14.06275,7.546287,0.211637,0.073507,1.457714,0.560083,0.147556,0.047787,1.896497,0.685542,3.914184,2.160709,5.470863,3.931463,9.125116,7.038814,0.628265,0.169601,0.247442,0.059103,3.124895,3.109755,8.044774,6.878162
51986,transcript,434.1399,1.86231e-11,1.474831e-08,NC_035787.1,+,19764401,19770699,rna-XM_022445910.1,11,2935,gene-LOC111109691,LOC111109691,39.49983,34.9564,17.11087,20.81702,0,0,0.258601,0.074635,0.191697,0.048083,54.21516,46.49709,0.417207,0.170712,7.142497,10.78065,0.258603,0.092916,0.749202,0.263299,0,0,0.372592,0.119808,1.420849,0.509848,0.790635,0.250262,32.77751,17.58892,0.606133,0.210526,1.141961,0.438764,0.417863,0.135326,0.992702,0.35884,550.7939,304.0494,529.0921,380.2153,29.30519,22.60506,1.232893,0.332821,0,0,55.48399,55.21517,27.71584,23.69663
5201,transcript,3.264773,4.108594e-09,9.030359e-07,NC_035780.1,-,50991006,51003642,rna-XM_022467320.1,17,5174,gene-LOC111124467,LOC111124467,6.894543,6.101505,3.410546,4.149257,0.151379,0.04592,0.161992,0.046752,0.016233,0.004072,5.857814,5.023895,0.137492,0.056259,2.139485,3.229267,0.466397,0.167576,0.211442,0.074309,0.388767,0.111784,0.532343,0.171176,0.377474,0.13545,0.024248,0.007675,8.263721,4.43444,0.282698,0.098188,1.50307,0.57751,0.101602,0.032904,0.049531,0.017904,6.128676,3.383154,4.321048,3.105185,6.640945,5.122606,0.708358,0.191222,0.782133,0.186817,5.270528,5.244993,7.340428,6.275957
52021,transcript,2.600812,1.964119e-05,0.0009732185,NC_035787.1,-,20131770,20137605,rna-XM_022446035.1,3,2365,gene-LOC111109799,LOC111109799,4.533613,4.012139,2.773573,3.374318,0.217548,0.065991,0,0,0.578647,0.14514,5.483121,4.702544,0.556078,0.227535,3.43102,5.178667,0.153277,0.055072,0,0,0.154334,0.044377,1.870315,0.601403,0.449683,0.161361,0.252076,0.07979,6.361365,3.413606,0,0,0.800016,0.307382,0.52833,0.171102,0.903084,0.326445,5.839958,3.223775,2.515542,1.807715,6.097795,4.703638,0.212746,0.057431,0.210148,0.050195,4.067864,4.048155,9.083861,7.766566
52022,transcript,142.0592,2.728129e-11,1.880916e-08,NC_035787.1,+,20139659,20142464,rna-XM_022444948.1,2,2541,gene-LOC111108864,LOC111108864,17.36797,15.37023,5.887046,7.162158,0,0,0.312279,0.090127,2.096222,0.525789,17.45651,14.9714,0.902638,0.369339,4.120105,6.218749,0.099174,0.035633,0.349422,0.122801,0,0,0.42063,0.135254,1.202873,0.431631,0.385675,0.122079,16.94687,9.093953,0,0,0.684376,0.262951,0.18477,0.059838,0.748918,0.270718,203.3375,112.2464,157.4303,113.1323,14.56076,11.23169,0.336482,0.090834,0.190476,0.045496,20.35478,20.25616,22.18366,18.9667
5203,transcript,0.1147401,1.599054e-06,0.0001263388,NC_035780.1,-,50991006,51003642,rna-XM_022467331.1,15,5108,gene-LOC111124467,LOC111124467,0,0,0,0,33.84448,10.26644,88.53918,25.55322,131.065,32.87464,0,0,17.60846,7.204981,0,0,134.1021,48.18277,50.8362,17.86585,102.3261,29.42242,77.21047,24.82716,51.19551,18.37065,56.74788,17.96254,0,0,62.94225,21.86148,33.93142,13.03714,46.88408,15.18359,55.91581,20.21234,0.926141,0.511249,0.373935,0.268717,0,0,81.81953,22.08726,171.6118,40.9905,0,0,0,0
5204,transcript,0.3436923,5.776923e-05,0.002249566,NC_035780.1,+,51009292,51040877,rna-XM_022477954.1,22,5426,gene-LOC111130737,LOC111130737,6.950836,6.151323,5.433797,6.610737,2.521082,0.764749,0.161774,0.046689,2.092244,0.524791,6.852978,5.877388,2.248984,0.920233,4.219842,6.369288,1.23873,0.445075,0.653748,0.229753,2.846332,0.818423,1.673166,0.538009,1.722805,0.6182,0.241639,0.076487,11.94102,6.407733,0.862661,0.299625,4.061894,1.560662,1.367876,0.442992,3.612895,1.305983,0.135525,0.074813,0.082687,0.05942,6.34138,4.891532,1.096052,0.29588,0,0,5.90119,5.872599,6.304278,5.390064
52048,transcript,0.2056738,0.0004694907,0.01167896,NC_035787.1,-,20312388,20324541,rna-XM_022447261.1,4,1336,gene-LOC111110664,LOC111110664,4.435824,3.925598,3.899917,4.744624,43.03069,13.053,12.96332,3.741335,12.56194,3.150873,3.215607,2.757833,16.42665,6.721412,2.340037,3.531973,8.023204,2.88273,16.33477,5.740682,7.353668,2.114444,7.523578,2.41922,24.84843,8.916441,26.82672,8.491526,8.584601,4.606629,21.00636,7.296055,20.48559,7.870978,15.50711,5.022035,26.1482,9.452005,2.918886,1.611284,1.770314,1.27218,7.437121,5.73675,5.995135,1.618393,9.76497,2.332421,5.771869,5.743905,7.756804,6.631952
5209,transcript,17.3563,0.0001143232,0.003838003,NC_035780.1,-,51044150,51071193,rna-XM_022480736.1,9,4472,gene-LOC111132841,LOC111132841,0,0,0,0,0,0,0.062355,0.017996,0,0,0,0,2.813059,1.15104,0,0,0,0,3.386628,1.190195,0,0,0,0,0.048878,0.017539,0,0,0.676915,0.363243,1.815519,0.630577,0,0,0,0,2.235912,0.808233,28.01906,15.46709,12.96925,9.319942,8.60644,6.638725,1.817419,0.490614,0,0,5.295394,5.269738,0,0
5210,transcript,1.922851,0.0003935794,0.01013312,NC_035780.1,-,51044150,51071193,rna-XR_002639146.1,11,4418,gene-LOC111132841,LOC111132841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.617985,0.581341,0,0,0,0,0,0,0,0,0.551378,0.174529,0,0,0,0,0,0,0,0,0,0,2.725547,1.504557,0,0,0,0,0,0,0,0,0,0,0,0
